QuestName,Level,Scenario,XP,Gil,femaleWords,maleWords
Parley on the Front Lines,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,2298,859,848
Passing Muster,Lv. 5,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,1400,128,0,181
Passing the Blade,Lv. 12,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4620,196,0,153
Path of No Return,Lv. 64,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,104000,608,290,171
Plowshares to Swords,Lv. 9,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3240,NA,0,145
Power of Deduction,Lv. 28,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,11100,2297,79,383
Prelude in Violet,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,46000,3500,564,142
Presence of the Enemy,Lv. 21,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,7200,1109,58,269
Promises Kept,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,908,145,1702
Promises to Keep,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1502,187,789
Prudence at This Junction,Lv. 8,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,2720,NA,0,536
"Purple Flame, Purple Flame",Lv. 51,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,47580,867,578,461
Put to the Proof,Lv. 74,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,221760,1044,610,222
Raubahn's Invitation,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,565,71,240
Ready to Fly,Lv. 55,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,50700,1013,22,879
Reap the Whirlwind,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,NA,164,221
Reassuring the Masses,Lv. 79,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,228960,849,560,823
Reclamation,Lv. 44,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,23320,NA,20,101
Reconnaissance Lost,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,658,0,670
Recruiting the Realm,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,5000,626,2507
Reflections in Crystal,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,4500,750,2066
Relighting the Torch,Lv. 11,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4000,101,437,52
Renewing the Covenant,Lv. 14,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5520,319,1288,260
Representing the Representative,Lv. 42,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22440,1703,368,306
Return of the Bull,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,3481,771,1181
Return to Eulmore,Lv. 77,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,226080,1288,288,1470
Reviving the Legacy,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,2100,698,2191
Revolution,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,NA,0,120
Rhalgr's Beacon,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,2215,234,1848
Rich Veins of Hope,Lv. 78,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,227520,1120,344,850
Righteous Indignation,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,1175,130,1053
Righting the Shipwright,Lv. 12,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4620,234,0,479
Rise of a New Sun,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,46000,2072,321,1255
"Rising Fortunes, Rising Spirits",Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,802,175,539
Road to Redemption,Lv. 38,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,18800,NA,78,574
Rock of Rancor,Lv. 28,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,11100,1320,213,0
Rock the Castrum,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,2340,5368,17,184
Rust and Ruin,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,1062,67,749
Salvaging the Scene,Lv. 13,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5280,160,321,0
Saying Good-bye,Lv. 74,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,221760,969,163,279
Scouts in Distress,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1502,442,0
Sealed with Science,Lv. 41,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22000,1676,0,519
Secret of the White Lily,Lv. 28,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,11100,2297,344,175
Secrets and Lies,Lv. 14,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5520,220,188,181
Securing the Saltery,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,1954,260,990
Seeds of Despair,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,1191,970,650
Seeing Eye to Winged Eye,Lv. 28,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,11100,1320,0,164
Seeking Counsel,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,1245,846,813
Seiryu's Wall,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,998,527,751
Sense of Urgency,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,545,426,481
Shadow of Darkness,Lv. 24,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,7920,1201,180,224
Shadowbringers,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,22440,7500,1968,3961
Shadows in the Empire,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,1007,553,283
Shadows of the First,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,5000,80,1328
Shaken Resolve,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,2014,1133,825
Shock and Awe,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1200,0,512
"Signed, Sealed, to Be Delivered",Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,680,208,238
Sisterly Act,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,2729,890,397
Skeletons in Her Closet,Lv. 28,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,11100,NA,219,563
Sky-high,Lv. 10,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3420,NA,0,86
Small Favors,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,1057,518,419
Soul Searching,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,1331,192,0
Sounding Out the Amphitheatre,Lv. 51,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,47580,1096,18,1243
Spirited Away,Lv. 22,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,7440,1140,37,358
Spirithold Broken,Lv. 9,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3240,206,784,1006
Spore Sweeper,Lv. 73,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,220320,485,21,0
Stars in the Dark,Lv. 65,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,105000,752,205,329
Staunch Conviction,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Dragonsong Main Scenario Quests ⇒  Dragonsong War,5000,550,170,647
Step Nine,Lv. 6,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,1800,139,226,242
Still Waters,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1220,424,375
Stirring up Trouble,Lv. 74,Main Scenario (Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,620000,1234,536,368
Stories We Tell,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,NA,167,440
Storm on the Horizon,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,872,275,1022
Stormblood (Quest),Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,10800,7500,51,927
Storms on the Horizon,Lv. 13,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5280,195,0,184
Strength in Unity,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,517,24,446
Strong and Unified,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,631,187,492
Sul Uin's Request,Lv. 72,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,218880,616,0,0
Supply and Demands,Lv. 10,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3420,NA,0,139
Surveying the Damage,Lv. 8,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,2720,179,140,146
Sweet Somethings,Lv. 42,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22440,1597,0,342
Sworn Enemies of the Sun,Lv. 66,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,106000,830,180,815
Sylph-management,Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,1245,0,47
Sylphic Studies,Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,1078,157,148
Sylphish Concerns,Lv. 23,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,7680,NA,0,176
Systematic Exploration,Lv. 59,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,53820,641,48,724
Takin' What They're Givin',Lv. 10,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3420,NA,190,116
Taking in the Sights,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,517,234,650
Tales from the Far East,Lv. 61,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,101000,1066,522,477
Tales from the Tidus Slayer,Lv. 30,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12480,1346,0,354
Tataru's Surprise,Lv. 57,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,52260,658,666,214
Tea for Three,Lv. 25,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,8160,NA,0,456
Tears on the Sand,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,216000,815,504,176
Tendrils of Intrigue,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1101,33,1392
Terror at Fallgourd,Lv. 27,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,10080,1289,184,298
Thanks a Million,Lv. 11,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4000,NA,0,209
That None Shall Ever Again,Lv. 78,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,227520,803,283,951
That Weight,Lv. 33,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,14280,NA,0,138
The Admiral's Resolve,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,NA,983,748
The Aftermath,Lv. 75,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,223200,1048,170,155
The Arrows of Misfortune,Lv. 62,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,102000,695,0,302
The Bear and the Young'uns' Cares,Lv. 27,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,10080,NA,61,319
The Beast That Mourned at the Heart of the Mountain,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,1500,257,1003
The Best Inventions,Lv. 39,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,20160,1927,47,262
The Best Way Out,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,1217,905,1262
The Better Half,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,517,143,1692
The Black Wolf's Pups,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,745,63,185
The Black Wolf's Ultimatum,Lv. 46,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,25300,1808,199,96
The Burden of Knowledge,Lv. 75,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,223200,4384,708,1184
The Butcher's Blood,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,1189,387,591
The Call,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,2490,563,825
The Children of Azim,Lv. 65,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,105000,717,51,160
The Color of Angry Qiqirn,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,713,135,283
The Company We Keep,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,2189,1355,2265
The Company You Keep (Immortal Flames),Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,NA,0,714
The Company You Keep (Maelstrom),Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,NA,0,1447
The Company You Keep (Twin Adder),Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,NA,0,787
The Converging Light,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,5353,856,1998
The Crystarium's Resolve,Lv. 72,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,218880,988,593,129
The Curious Case of Giggity,Lv. 43,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22880,1674,131,588
The Darkness Below,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,1062,115,1393
The Die Is Cast,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,4583,191,667
The Doma Within,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,908,639,1420
The Duergar's Tewel,Lv. 78,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,227520,882,0,720
The Elder's Answer,Lv. 73,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,220320,997,26,497
The End of a World,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,22440,895,275,616
The Face of War,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,5000,26,569
The Far Edge of Fate,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,10000,575,923
The Final Flight of the Enterprise,Lv. 38,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,18800,NA,0,474
The Fires Fade,Lv. 61,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,101000,754,134,346
The First Flight of the Excelsior,Lv. 59,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,53820,930,371,724
The First and Foremost,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,545,0,357
The First of Many,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,917,277,400
The Flames of War,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,NA,569,663
The Gift of Eternity,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,2283,474,0
The Gifted,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,2642,669,1003
The Great Divide,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,658,543,281
The Great Ship Vylbrand,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,2556,795,579
The Greater Obeisance,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,NA,343,422
The Gridanian Envoy,Lv. 15,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5760,286,2216,1257
The Heart of Nations,Lv. 65,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,105000,994,698,435
The Heretic among Us,Lv. 40,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,21560,2988,0,136
The Hour of Reckoning,Lv. 66,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,106000,760,106,239
The Illuminated Land,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,22440,1635,483,1423
The Instruments of Our Deliverance,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,3108,238,482
The Intercession of Saints,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,658,118,854
The Journey Continues,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,NA,0,740
The Key to Victory,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,1827,269,737
