id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
5f0a1cb9-2239-6782-e51f-8eddb74f2a86,,DA3/designcontent/Characters/ThematicLevels/Bog_Inquisition_Soldier_01,,Inquisition Soldier 01,Female,"A professional Inquisition soldier. Held captive, trying not to lose your cool.",,British,Human,,,Minor,Rachel22k_HQ,,,19,False,True,
efaad51d-3574-9018-d058-32b68af9c534,,DA3/designcontent/Characters/ThematicLevels/BofgInquisition_Soldier_02,,Inquisition Soldier 02,Male,A professional Inquisition soldier. Held captive. Trying not to lose your cool.,,British,Human,,,Minor,PeterSad22k_HQ,,,19,False,True,
bda87093-d959-e33a-3b1b-27d096d1a080,,DA3/designcontent/Characters/ThematicLevels/Oasis/the_oasis_explorer,,Oasis Explorer,Female,A woman looking around the Oasis. She's nervous around other people.,,French,Human,,,Minor,Heather22k_HQ,,,19,False,True,
542c54e6-6eb7-c192-457e-4aaa547f95ad,,DA3/designcontent/Characters/ThematicLevels/StormCoast/storm_bandit_woman,,Bandit Woman 2,Female,A member of the Blades of Hessarian. Idly gossips with a fellow bandit.,,Lower Class British,Human,,,Minor,,,,23,False,True,
1fd4a120-ba65-27a4-b75b-93afeffc48b3,,DA3/designcontent/Characters/ThematicLevels/StormCoast/storm_bandit_challenger,,Bandit Leader,Male,Leader of the Blades of Hessarian.,,British,Human,,,Minor,Peter22k_HQ,,,28,False,True,
c9673355-b9d6-a7bf-d726-d4248007bffb,,DA3/designcontent/Characters/ThematicLevels/StormCoast/storm_bandit_man,,Bandit Man,Male,A member of the Blaes of Hessarian. Idly gossips with a friend,,British,Human,,,Minor,Ryan22k_HQ,,,19,False,True,
0b754f38-ef24-ee07-93a8-93a92cdd9b1a,,DA3/designcontent/Characters/ThematicLevels/StormCoast/storm_bandit_contact,,Bandit Contact,Male,Respectful and devout contact of the Inquisition. Member of the Blades of Hessarian.,,British,Human,,,Minor,PeterHappy22k_HQ,,,14,False,True,
b71105cf-7d2c-0221-9561-65a24cf1e648,,DA3/designcontent/Characters/ThematicLevels/StormCoast/storm_bandit_onlooker,,Bandit Woman,Female,A member of the Blades of Hessarian. Idly gossips with a fellow bandit.,,British,Human,,,Minor,Heather22k_HQ,,,19,False,True,
9982affc-cf21-564e-b28e-223fbe8a30ff,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_04,,Desert Ruins Ambient Hunter 04,Female,A hunter in the desert. Tough. Friendly towards company.,,American,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
ff6d0ba1-a653-8ea6-1229-dc71ded60a08,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_05,,Desert Ruins Ambient Hunter 05,Male,A hunter in the desert. Tough. Likes the thrill of the chase.,,British,Human,,,Minor,Graham22k_HQ,,,23,False,True,
b7959165-dbe6-c5bb-4351-8025f1310e62,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_06,,Desert Ruins Ambient Hunter 06,Female,A hunter in the desert. Tough. Likes the thrill of the chase.,,British,Human,,,Minor,,,,23,False,True,
00d5367b-4357-03e8-ccae-964e79d095aa,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_tevinter_slave_01,,Tevinter Slave 01,Male,"A slave from tevinter. Cowed, frightened",,British,,,,Minor,,,,14,False,True,
fe6a4188-231a-6b5e-8aaf-84f26a4b78c3,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_02,,Desert Ruins Ambient Hunter 02,Female,,A hunter in the desert. Tough. Polite but wary.,British,Human,,,Minor,Lucy22k_HQ,,,19,False,True,
3ae27324-564d-b9e7-c738-b0a411440bab,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_03,,Desert Ruins Ambient Hunter 03,Male,A hunter in the desert. Tough. Friendly towards company.,,American,Dwarf,,,Minor,PeterHappy22k_HQ,,,1E,False,True,
ac8d8a31-b560-0966-3196-700a44644085,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_ambient_hunter_01,,Desert Ruins Ambient Hunter 01,Male,,"A hunter in the desert. Tough, polite but wary.",British,Human,,,Minor,,,,19,False,True,
2fc57fd8-a66f-6210-ffa5-7e4687d88684,,DA3/designcontent/Characters/ThematicLevels/DesertRuins/Tdr_tevinter_slave_03,,Tevinter Slave 03,Male,A tevinter slave. Fearful and resentful,,American,,,,Minor,,,,14,False,True,
99c66c14-585d-77d2-6e6f-cfa6ca0f02a7,,DA3/designcontent/Characters/ThematicLevels/Bog/Bog_Avvar_Leader,,The Hand of Korth,Male,"Leader of a group of Avvar barbarians. Brash, boastful, not as smart as he thinks he is.",,Light North Country,Human,,,Minor,,,,19,False,True,
a43e0d9b-ba08-e50f-b70a-61e62d635c70,,DA3/designcontent/Characters/ThematicLevels/Bog/Bog_Inquisition_Soldier_03,,Bog Inquisition Soldier 03,Male,A professional Inquisition soldier. Held captive. Starting to despair.,,British,Human,,,Minor,,,,19,False,True,
d158c83d-e944-9174-6cbf-3f2282860dc1,,DA3/designcontent/Characters/ThematicLevels/Bog/Bog_avvar_npc,,Sky Watcher,Male,"An Avvar, a ""barbarian"" from the mountains. A healer, sort of a field medic, and keeper of religious lore. Wary but deals politely enough with those he considers his equal.",,Light North Country,Human,,,Minor,,,,2D,False,True,
dfa1ef08-98a7-b553-1482-6dd2801f0bb3,,DA3/designcontent/Characters/ThematicLevels/Bog/bog_avvar_02,,Female Avvar Warrior,Female,"A brutish Avvar warrior. Tough, bloodthirsty.",,Light North Country,Human,,,Minor,,,,1E,False,True,
cd6b249c-7ea8-f63c-2be4-66664d667e42,,DA3/designcontent/Characters/ThematicLevels/Bog/bog_avvar_01,,Avvar Male Warrior,Male,"A brutish Avvar warrior. Tough, bloodthirsty.",,Light North Country,Human,,,Minor,,,,1E,False,True,
33e838de-234a-ada9-9f5a-30d1e0accdb6,,DA3/designcontent/Characters/InquisitionBase/jud_avvar_chieftain_light,,Chief Movran the Under,Male,A bombastic barbarian. Think Brian Blessed.,Brian Blessed,Light North Country,Human,"Fat, bearded, armored, bloody, barbarian",Brian Blessed,Minor,Graham22k_HQ,,,37,False,True,
d7883c18-202a-368a-c6f6-14c4890ea6d1,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_apothecary,,Elan Ve'mal,Female,"An academic herbalist dedicated to learning and service. Polite, dignified.",,Standard British,Elf,,,Minor,Heather22k_HQ,,,1E,False,True,
bb2b5ed0-9a6d-be68-9416-1455bba19518,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_quartermaster,,Ser Morris,Male,"A competent but nervous young man who feels he is in over his head. He was appointed to an important position because of deep family connections, but is determined to do his best.",,Standard British,Human,,,Minor,Tyler22k_HQ,,,14,False,True,
edd65348-6c1c-de20-da67-404f7e451ad9,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_reactivity_quizquisitioner,,Lord Trifles Minutiae,Male,Overly serious busybody. He presents ridiculous quesitons in utter deadpan as though the world hinges on the answer.,,Standard British,Human,,Gatekeeper,Minor,Graham22k_HQ,,,32,False,True,
9d18a558-192c-f5b5-872a-3dd8b4341801,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_leliana,,Runner for Leliana,Male,A young agent who runs messages and errands for Leliana,,Standrad British,Elf,Rogue,,Minor,,,,14,False,True,
affad7ab-fd68-1d35-640b-afb6ebfb13b3,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_jailer,,Gaoler,Female,A professional and serious prison warden/guard,,Standard British,Elf,Inquisition soldier,,Minor,Deepa22k_HQ,,,28,False,True,
c9272de5-7859-34f3-ef40-52a8a89509c4,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_researcher,,Helisma Derington,Female,"A young academic woman. She is a ""tranquil,"" and does not display emotion. All of her lines have a detached quality. She can appreciate the merit of something based on objective study, but she has no personal stake.

Before she was tranquil she was an adventurous character, but she has no feeling about that time in her life.",,French,Human,,,Minor,,,,18,False,True,
b768b830-4fbe-25d5-f078-157f5c051513,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_tile_mason,,Mason Gatsi,Male,"A stone mason who is maintaining Skyhold. More of a craftsman than an artist, he offers a unique perspective on the tiled mosaics the Hero collects.",,American,Dwarven,Dwarf workman,,Minor,Graham22k_HQ,,,32,False,True,
b8671b96-d106-d636-4d0c-6013bca7881a,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_josephine,,Runner for Josephine,Female,A young noble page who runs messages and errands for Josephine,,French,Human,Mage,,Minor,,,,14,False,True,
3783a027-8bc0-4346-1806-6dbe4ba39abe,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_cullen,,Runner for Cullen,Female,A young squire who runs messages and errands for Cullen,,American,Dwarf,Lightly armored warrior,,Minor,,,,14,False,True,
b1291b5e-386f-b9b6-33da-b5dac71eefad,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_2,,Runner Turge,Male,A relaxed but generally unimpressed messenger for the suppliers of the base.,,American,Dwarf,,,Minor,Tyler22k_HQ,,,14,False,True,
6820db09-c33c-af19-474d-657c6f2bca44,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_minstrel,,in2 Minstrel female,Female,"Name: Maryden Halewell. 
A good natured minstrel who has joined the Inquisition because this is where stories are happening. A good place to sing of glory. Surreptitiously iambic.",,Standard British,Human,,,Minor,QueenElizabeth22k_HQ,,,19,False,True,
3f21dd7e-d7e0-0ae4-4a91-7b918d665693,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_3,,Runner Lamala,Female,A harried and timid messenger for the suppliers of the base.,,Standard British,Human,,,Minor,,,,12,False,True,
1bb43f59-653d-2e0c-61c4-9a920647ddcc,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_1,,Runner Bin,Male,A harried and timid messenger for the suppliers of the base.,,Standard British,Human,,,Minor,PeterSad22k_HQ,,,12,False,True,
1c7a95e5-7819-32dc-2513-db5dd2b4cf51,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_merchant,,Bonny Sims,Female,"The head of a merhcant organization, Bonny Sims (""Bonny"" is not a name, it's a descriptor) is a cultured lady enjoying the adventure of commerce in dangerous places. She's a member of nobility, but hiding that to be involved in a hands-on practical way.",,French,Human,,,Minor,QueenElizabeth22k_HQ,,,1C,False,True,
cc014493-ff06-d03a-583a-691eff3fcc33,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_runner_4,,Runner Suce,Female,A harried and timid messenger for the suppliers of the base.,,French,Elf,,,Minor,Laura22k_HQ,,,14,False,True,
c5b2c43d-9b0a-d1ad-02cd-0210dc50400b,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Recurring/in2_scene_recur_connect_diplomat,,Skyhold Inquisition Representative,Male,A diplomat trying to get nobles to see the benefits in allying with the Inquisition.,,French,Human,,,Minor,PeterHappy22k_HQ,,,1E,False,True,
e0200e06-3633-90a4-6101-81e611d4ed22,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Recurring/in2_scene_recur_forces_soldier,,Skyhold Chatty Soldier,Male,An older soldier talking about his experiences.,,French,Human,,,Minor,PeterSad22k_HQ,,,28,False,True,
5ac44c41-bcae-cfb7-70b6-d9d909f9e9e8,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Recurring/in2_scene_recur_secrets_spy,,Skyhold Inquisition Spy,Female,An Inquisition spy gossiping about the secrets she's learned on the job.,,French,Elf,,,Minor,Lucy22k_HQ,,,1E,False,True,
163c9317-5c67-16de-f4aa-26a3ad420af6,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Recurring/in2_scene_recur_servant,,Skyhold Servant,Female,Young woman doing odd chores around Skyhold.,,Low class British,Human,,,Minor,Rachel22k_HQ,,,14,False,True,
e049df7b-b241-0b65-d838-193d9a07cbc9,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_adamant_2,,Adamant flavor 2 female,Female,A professional soldier,,Standard British,Human,,,Minor,Heather22k_HQ,,,14,False,True,
e5fff65c-37de-a600-e707-a611215ac903,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_skyhold_upgrades_2,,Skyhold up flavor 2 female,Female,"Merchant, minor noble, not posh",,Irish,Elf,,,Minor,Heather22k_HQ,,,1E,False,True,
671b1b73-d143-ac4d-d258-76a16c771ac6,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_crestwood_2,,Crestwood flavor 2 female,Female,Matronly sister,,Standard British,Human,,,Minor,QueenElizabeth22k_HQ,,,32,False,True,
ed9438ed-76c5-cdf1-914e-e02e89900fd0,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_adamant_1,,Adamant flavor 1 male,Male,A professionsal soldier,,Standard British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
8ddf04df-f1ba-ed12-6e0a-0ec2d9e1d594,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_skyhold_upgrades_1,,Skyhold up flavor 1 female,Female,"Merchant, common",,American,Dwarf,,,Minor,Tracy22k_HQ,,,14,False,True,
753724f7-b90c-1d46-de2b-705136865376,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_crestwood_1,,Crestwood flavor 1 male,Male,Angry youth,,Standard British,Human,,,Minor,Graham22k_HQ,,,12,False,True,
34570c42-d1fb-466d-d83f-5d056e4887d0,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_blackwall_1,,Blackwall flavor 1 male,Male,"A tradesperson, educated but blue collar",,Standard British,Human,,,Minor,Kenny22k_HQ,,,1E,False,True,
bc134b34-3748-f6e5-918d-f5761f1b7d5c,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_elven_power_1,,Elven power flavor 1 male,Male,Laborer suspicious of foreigners,,Standard British,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
80a2f613-4db7-a707-f038-c8de56451984,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_mythal_2,,Mythal flavor 2 male,Male,"Faithful, open minded to a point.",,Standard British,Elf,City elf,,Minor,Ryan22k_HQ,,,1E,False,True,
fb24ee87-c736-cb53-a94d-3ba35c333107,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_dales_1,,Dales flavor 1 female,Female,Idealist. Angry youth,,Irish,Elf,,,Minor,Lucy22k_HQ,,,14,False,True,
035b39a4-eb78-f78a-6cb2-81c671d8bc80,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_blackwall_2,,Blackwall flavor 2 male,Male,"Minor nobility. Polit, not posh.",,French,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
eb0372c9-1f2f-b1ad-662e-5627977b5280,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_elven_power_2,,Elven power flavor 2 male,Male,Laborer disinterested in arguing.,,American,Dwarf,,,Minor,Kenny22k_HQ,,,28,False,True,
b58bd75e-cc9d-efce-68de-24dae0c25f91,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_mythal_1,,Mythal flavor 1 female,Female,"Faithful, certain. Not wanting to listen.",,Irish,Elf,Dalish elf with facial tattoos,,Minor,Tracy22k_HQ,,,14,False,True,
3be2c557-955f-27dd-ee37-cf9dc66922a5,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_dales_2,,Dales flavor 2 female,Female,Caring elder,,Irish,Elf,,,Minor,QueenElizabeth22k_HQ,,,32,False,True,
370ee81d-a91d-bf32-95b9-a04957cb2349,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_setback_1,,Setback flavor 1 male,Male,Laborer with a big job ahead of him.,,American,dwarf,,,Minor,Ryan22k_HQ,,,1E,False,True,
022dee90-f09a-965a-4426-087b964957e3,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_setback_2,,Setback flavor 2 female,Female,Laborer with a big job ahead of her.,,Standard British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
26b007fa-41ab-c668-5af8-0a04368bb9dc,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_hawke_1,,Hawke flavor 1 male,Male,Professional soldier,,Standard British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
e7bf45d5-dbf2-033c-2e8e-359461d5e4ee,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_religion_1,,Religion flavor 1 female,Female,A concerned soldier,,Standard British,Human,,,Minor,Tracy22k_HQ,,,28,False,True,
31182c35-49c4-cb83-5df7-bf8018caa1bb,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_hawke_2,,Hawke flavor 2 female,Female,Professional soldier,,Irish,Elf,,,Minor,Rachel22k_HQ,,,1E,False,True,
d23b0737-52f8-6cbe-8c15-c2ca4830767c,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_religion_2,,Religion flavor 2 female,Female,"A skeptical soldier, but well meaning.",,French,Human,,,Minor,Laura22k_HQ,,,28,False,True,
74e87b7a-3021-b6d5-9a81-6b542552c713,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_morrigan_2,,Morrigan flavor 2 female,Female,Scholarly mage,,Irish,Elf,,,Minor,Rachel22k_HQ,,,1E,False,True,
db76d7cc-233e-bc1b-9e6c-46365378c02e,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_chargers_1,,Chargers flavor Female 1,Female,Professional soldier,,American,Dwarf,,,Minor,Tracy22k_HQ,,,1E,False,True,
a06f0b35-25bf-9967-0e43-2169f5e3b96e,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_cory_1,,Cory flavor 1 male,Male,Commoner. Laborer.,,Standard British,Human,,,Minor,Rachel22k_HQ,,,28,False,True,
39213e31-e568-6a70-9b35-3093d53a246a,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_morrigan_1,,Morrigan flavor 1 male,Male,Scholarly mage,,Standard British,Human,,,Minor,Kenny22k_HQ,,,1E,False,True,
99469339-69d3-ee0a-91fe-0aea29a49ed0,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_chargers_2,,Chargers flavor Male 2,Male,Professional soldier,,Standard BRitish,Elf,,,Minor,Kenny22k_HQ,,,1E,False,True,
abfd9c8b-a4a0-77cf-ed3e-c2f09542185a,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_cory_2,,Cory flavor 2 female,Female,Commoner. Laborer.,,Irish,Elf,,,Minor,Rachel22k_HQ,,,28,False,True,
9ecf7d5f-00be-c5b1-f57e-fc046e136d8c,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_halamshiral_1,,Halamshiral flavor 1 male,Male,"Entitled noble, now a laborer",,French,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
cfc22659-526f-207c-e8a0-ef4ffc4cc6f1,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_romances_1,,Romance flavor 1 female,Female,Gossipy biddy.,,Standard British,Human,,,Minor,Laura22k_HQ,,,1E,False,True,
37c2c37b-1bc8-56b5-34d5-5c67e03f1d47,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_halamshiral_2,,Halamshiral flavor 2 female,Female,Bemused commoner,,Standard British,Human,,,Minor,Kenny22k_HQ,,,19,False,True,
285cdf56-080a-35cb-dd4b-b1da2a717c0c,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_romances_2,,Romance flavor 2 male,Male,Gossipy cad.,,French,Human,,,Minor,Will22k_HQ,,,1E,False,True,
f39b61cd-2317-d106-08c1-3bd77b0ed4a0,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_judgments_2,,Judgments flavor 2 female,Female,Laborer. Armchair critic of judgments.,,Standard British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
9505e873-0a43-0377-d709-9e0f1d8e47d1,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_judgments_1,,Judgments flavor 1 male,Male,Minor noble. Armchair judge.,,Standard British,human,,,Minor,Graham22k_HQ,,,28,False,True,
91b0f783-3fab-f9ff-ff1e-7e24e2cb06b5,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_warrior_templar,,Templar Trainer Male,Male,"Name: Ser. Like someone calling himself only ""Sir.""
An old soldier, instantly knowledgeable. Gruff, serious, he knows all of the rookie mistakes. He is not a Templar or Chantry Brother, he's a man practical means.",,Standard British,Human,"Knight with simple templar heraldry, not religious display.",Disciplined veteran soldier,Medium,Tyler22k_HQ,,,32,False,True,
708406c6-945a-a0c8-e195-4bba61470673,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_mage_knight_enchanter,,Knight Enchanter Trainer Female,Female,"Name: Commander Helaine

A formal military officer. Slight of frame, but the confidence of a general used to leading from the front.",,Standard British,Elf,Mage robes with military precision/flavor,,Medium,Laura22k_HQ,,,32,False,True,
08d277c0-1a73-28a0-0ed2-440142eb55ad,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_rogue_artificer,,Artificer Trainer Male,Male,"Name: Three-Eyes

Practical craftsman. objective. Wary veteran.",,Standard British,Human,Efficient pockets and buckles.,,Medium,Ryan22k_HQ,,,32,False,True,
ee9d48df-1ea8-14fa-65cc-dc06fa307b49,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_mage_rift_mage,,Rift Mage Trainer Female,Female,"Name: Your Trainer

A member of the Mages Collective free group, she's a scattered professor of astounding ability and focus in her area of expertise. She knows so much she's forgotten common social graces.",,Standard British,Human,Professor stuffed with scrolls and gear for every eventuality.,,Medium,Heather22k_HQ,,,32,False,True,
70b06b22-0c43-5d1c-afed-c37b4e64aa8e,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_warrior_reaver,,Reaver Trainer Female,Female,"Name: Breaker Thram
A sly and deadly warrior. Knowledgeable beyond her years. Unnerving smile and knows it.",,British,Elf,No care for fashion. Efficient killing machine.,Dark warrior,Medium,Deepa22k_HQ,,,1E,False,True,
e2a54cc1-dfcd-96b6-2c19-e6a8295a1ac2,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_warrior_champion,,Champion Trainer Male,Male,"Name: Lord Chancer de Lion
Big, boisterous, and utterly skilled at personal and siege warfare.",,French,Human,Shining knight/coach/jock,Noble Knight,Medium,Ryan22k_HQ,,,32,False,True,
fc3cb1fb-dc3e-9ba5-dcb6-8eee9cec251b,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_rogue_assassin,,Assassin Trainer Female,Female,"Name: Heir

A professional and polite woman. Utterly controlled. She does not view the Hero as a person until the Hero signs on as an assassin. Before then, she speaks of them only with pronouns.",,French,Elf,Dark. Grim. Single flash of color?,,Medium,Heather22k_HQ,,,32,False,True,
aa0aa9ea-01e2-b451-af37-cca60c944e25,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_rogue_tempest,,Tempest Trainer Male,Male,"Name: Kihm

An educated and careful man, but always preoccupied with something on the periphery. Aware of everything.",,Standard British,Human,"Scattered, hodgepodge ready for anything.",,Medium,Kenny22k_HQ,,,32,False,True,
66d07eee-aab5-5717-0a54-e58da750146b,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Trainers/in2_trainer_mage_necromancer,,Necromancer Trainer Male,Male,"Name: Speaker Viuus Anaxas

A personable and calming man, serious but not sharp or grim. He is a Mortalitasi, they venerate the dead as a celebration of life.",,Italian,Human,"Celebration of life color. He venerates death, he doesn't revel in it.",,Medium,Ryan22k_HQ,,,32,False,True,
df0f89d2-1e78-436e-39d2-d62edceafaca,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Once/in2_scene_once_nobles_catty,,Skyhold Catty Noble,Male,"A young, disdainful nobleman.",,French,Human,,,Minor,Kenny22k_HQ,,,19,False,True,
ef479d16-c23c-fc92-1d9d-52d228e98d14,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Scenes_Once/in2_scene_once_nobles_nice,,Skyhold Nice Noble,Female,A wise elderly gentlewoman.,,French,Human,,,Minor,QueenElizabeth22k_HQ,,,3C,False,True,
c6d37b69-3766-1bff-afe8-82aa350b6eb2,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Operation_Chains/in2_the_crew_rogue,,Crew Rogue Shayd,Female,A clever but understated rogue. Takes herself very seriously.,,British,Human,,,Minor,Deepa22k_HQ,,,14,False,True,
de31b865-ff26-9b7d-47ff-a39b9992fbbc,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Operation_Chains/in2_the_crew_warrior,,Crew Warrior Sutherland,Male,"A young, strapping blue collar kid. Farm boy but a quick learner. He goes from naive to seasoned as part of his arc.",,Standard British,Human,,,Medium,Tyler22k_HQ,,,14,False,True,
83afc786-86ec-010b-f3cc-4f1ea6d76004,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Operation_Chains/in2_the_crew_squire,,Crew Squire Rat,Female,"A young squire, uncertain. She's not a fighter, she's a carrier.",,American,Dwarf,,,Minor,Lucy22k_HQ,,,11,False,True,
3db4a4b0-1c6b-a405-8c7a-f45838ebfaa3,,DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Operation_Chains/in2_the_crew_mage,,Crew Mage Voth,Male,"A studious and serious mage, quiet and considered, but quick to anger.",,Irish,Elf,,,Minor,Will22k_HQ,,,14,False,True,
301a4efa-2326-dec2-8905-38a427f5bad2,,DA3/designcontent/Characters/Ferelden/Cre_bandit_04,,Bandit Chief,Male,"Leader of a group of bandits. Tough, pitiless.",,British,Human,,,Minor,,,,19,False,True,
26a7e77a-1cef-42fa-ae5e-bc1df199a7cc,,DA3/designcontent/Characters/Ferelden/Cre_bandit_02,,Bandit 02,Male,"A bandit. Thuggish, tough.",,British,Human,,,Minor,,,,19,False,True,
