CharName,Line,LastNamedChar,LastButOneNamedChar,location
UnknownChar987,"I'm afraid not. I'm not quite like the other merchants, you see.",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar988,"Yes, yes, most correct. I am Mercedes Dunkel, black marketeer extraordinaire.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar989,"A salesman for Leviathan's Claw. I travel the wide world, selling my weapons wherever I set up shop.",Rita,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar990,Ah hah hah. Henchman has such a villainous ring to it.,Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar991,"Hah hah, I suppose I could show such an honest young lady my wares. I can't sell you anything, though.",Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar992,Here. This is a hoplon blastia that can spray a target with flames up to 100 meters away.,Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar993,"It's actually an antique from quite a ways back, but I've kept it in top shape so it still works fine.",Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar994,"Yeah, must belong to whoever dug it out of the ground.",Rita,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar995," ... Oh, well now. You're Brave Vesperia, aren't you?",Raven,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar996,"A man in black, a princess-like young lady, a mage, a man from the Union, a young boy, a femme fatale, and a dog.",Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar997,I received word from Yeager to treat you with extreme caution should we meet.,Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar998,And with that I'll be bringing our little business engagement to a close.,Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar999,"H-hold on, now, do you enjoy threatening poor, defenseless merchants?",Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar1000,These blastia are my inventory. I can't just use them whenever I like.,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar1001,"Just like the man says. So if it's all right with you, I'm going to get back to earning a living, here.",Raven,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0041_020
UnknownChar1002,"Come see us again real soon, 'kay?",Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1003,"What's wrong, Gauche? Droite?",Raven,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1004,"Pardon me, but ... are you acquaintances of the two young ladies?",Raven,Droite,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1005,"Oh, I'm so relieved.",Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1006,"I worry about those girls. They have the misfortune of being easily misunderstood, you see ... ",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1007,"But now that I see they have this many friends, I can stop my worrying.",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1008,"I am the governess of this home, and they once lived under its roof.",Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1009,This orphanage was built to shelter those children who have no one to depend on.,Rita,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1010,The two of them lost their family in the war ten years ago.,Rita,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1011,"Hey, who are they?",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1012,"If they're our big sis' enemies, I'll beat 'em up!",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1013,"Here now, hush, both of you.",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1014,"Oh my, no. I could never manage all of this alone. It is all made possible by the donations I receive.",Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1015,Yeager is his name. He really does too much for us ... ,Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1016,I don't know his reasons. But he has never asked for anything in return.,Raven,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1017,Nanny! I'm hungry!,Raven,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1018,"Oh yes, it's time, isn't it? I'm sorry, I must be going.",Raven,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0042_010
UnknownChar1019, ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1020, ... Humanity at work. Their tenacious attachment to this life ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1021,Why ... ? Why must humans live the lives they do?,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1022,They fight for a share of monopolized technology and hurt even those closest to them ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1023, ... ,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1024,Perhaps there is truth in what you say ... ,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_010
UnknownChar1025,Traces left behind by the flow of aer ... ,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1026,But where is it flowing ... ?,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1027,Traces left behind by the flow of aer ... ,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1028,But where is it flowing ... ?,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1029, ... Monster?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1030,So ... He was here after all ... ,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1031,“Monster” ... ,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1032,"It matters not what humans call them, but ... ",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1033,Such a name does them a disservice.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0050_020
UnknownChar1034,"Indeed, the Kritya have always been a peaceful race.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1035,"We laugh and we cry, but seldom do we fight.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1036,"Err, well ... ",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1037,"It seems it's not so much a depiction of real life, as it is a scene that the artist thought would be cool to paint.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1038,"Well, that was all a long time ago. But we do know that around that time, a certain type of magic was developed.",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1039,"It was a powerful arte called Astion, and apparently it served them quite well in the battle.",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1040,"I'm sorry, but I don't know the magic. I wouldn't be able to teach it to you.",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1041,"Come now, don't be so critical. Perhaps this can make up for my ignorance.",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1042,This is my one and only Bush Baby doll.,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1043,"Please, take good care of it.",Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1044,It's possible the knowledge of Astion is still being passed on among our brethren who descended down onto the planet's surface.,Rita,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1045,"Well, I don't think that all of them are as well-versed in the old Krityan lore as others. But someone might know of it.",Karol,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0121_010
UnknownChar1046,"Ah, so you've returned.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1047,We gave up blastia as a race so that we might not repeat the mistakes of our ancestors.,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1048,"And then this mural was left behind, so that the dire consequences of these mistakes might be known to later generations.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1049,"However, fearing that this knowledge would bring confusion to our brethren, our ancestors hid the mural within this wall.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1050,Those who handed down the lore of the Kritya were the only ones entrusted with this truth ... ,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1051,"Yes ... but now that I think about it, perhaps it was a mistake to keep it a secret.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1052,"We should have told everyone of these events earlier, and worked together to find a way to fight against the Adephagos.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1053,"Thank you, thank you, Miss Earth-Dweller.",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1054,Hello! Is everyone else coming ... ?,Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1055,Ah ... what's that painting doing here?,Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1056,"Oh ... well, you see, this was ... passed down from our ancestors ... ",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1057,"Hellooo, I hope I'm not late. Wait, what is that ... ?",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1058,"This is that thing that's floating up in the sky out there. Look, everyone's fighting it!",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1059,"The Krityans are holding spears, too!",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1060,"Wooow, cool!",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1061,"Indeed it is, little one.",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1062,"How could you keep something as cool as this all for yourself, Mr. Elder? That's not fair!",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1063,"Sorry, little one, but my grandfather told me to take good care of it.",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1064,"It was too much trouble to leave it out, so I hid it.",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1065,"The Krityans fought against the monster, too!",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1066,And then they wiped it out!,Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1067,"We need to be brave, too!",Estelle,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1068,"All right, let's have our meeting! We need to discuss what measures we can take against the monster!",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1069,"Well then, if you'll excuse us ... ",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0122_010
UnknownChar1070,"So, word has it that you've been going around doing something or another to the world's Entelexeia.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1071,"Oh ho, I see ... it is as I thought.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1072,"Indeed, I suspected that you would be working to defeat the Adephagos.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1073,"I am correct, am I not?",Rita,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1074,Perhaps it would interest you to know that our people have been considering going down to the surface.,Rita,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1075,"The time may soon come for Krones, the Entelexeia who carries Myorzo through the air,",Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1076,to turn into an elemental spirit and help your cause. Do you not think that likely?,Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1077,The less patient among us have already gone down to the surface.,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1078,I do not know. Though I would imagine they'd be hard to miss.,Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1079,Mmph.,Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_010
UnknownChar1080,"Hey, it's you.",Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1081,"We heard that Myorzo's days of floating in the sky might soon be over, so we've been scoping out places to live on the surface.",Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1082,"I see ... what should we do, then?",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1083,Hmmm ... that sounds hard.,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1084,I don't suppose something like this would be of much use to anyone ... ,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1085,There's no way anyone would be able to use an arcane spear arte like this ... ,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1086,"It's possible that our people came up with them back when we fought the Adephagos, a thousand years ago.",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1087,"There are many artes that our own people do not use ... perhaps we only worked out the theory, but never put them into practice.",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1088,"Wow, amazing. For a Krityan, you are very skilled.",Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1089,"I see. We cannot lend you our force in battle, so we shall lend you our wisdom.",Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1090,We're happy to do whatever we can if it will help you in your quest.,Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0123_020
UnknownChar1091,"Ahhh! You there, in black! Yes, you!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0131_010
UnknownChar1092,I've been looking for you!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0131_010
UnknownChar1093,"You've got a bounty on you, right?",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0131_010
UnknownChar1094,"No, please wait! I'm not going to turn you in! Please, listen to what I have to say.",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0131_010
UnknownChar1095,"Yes, of course, I'm sorry. My name is Shel. And you would be ... Yuri?",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0131_010
UnknownChar1096,"Yuri! Is that you, Yuri?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1097,You don't remember me? I sure as heck-fire remember you! It's Hachette!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1098,"Ouch! It's nice to see you too, Yuri ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1099,Yep! I'm in the Schwann Brigade!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1100,"To tell you the truth, I'm pretty glad they didn't assign me to the Flynn Brigade.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1101,"Well, it would be tough working under him, since we started off training to be soldiers together.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1102,It's pretty crazy for a non-noble to make captain at such a young age.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1103,"Me on the other hand ... thanks to all the goofing off I did with you, Yuri, I'm still nothing but a lowly peon.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1104,We used to skip training and sneak into the dining hall to grab snacks.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1105,It's true. We had our fair share of youthful indiscretions.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1106,"Ha ha, I've heard as much. Go easy on Flynn, would ya?",Rita,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1107,"Oh yeah, Yuri, you've been traveling around, right?",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1108,You think you might be able to stop by Capua Nor and tell my folks that I'm doing well?,Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1109,"They live in the inn, so you can't miss 'em.",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0141_010
UnknownChar1110,"Wow, what a strange group of people. A dog and even a couple of kids ... and they don't look like they're related, either.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1111,"As the gateway to all of Tolbyccia, Capua Torim sees its fair share of interesting folks.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1112,A motley crew like theirs isn't too uncommon among all of the guilds that pass through here.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1113,But I could swear that I've seen that young man somewhere before ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1114,"You too, ma'am? To tell the truth, he looks familiar to me, too.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1115,I wonder where I've seen his face ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1116,"Your room is the last one down, on the right. Have a pleasant stay.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_010
UnknownChar1117,Is the wanted man really hiding in here?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1118,I'm sure.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1119,"I thought I'd seen him somewhere before. And then I spotted the wanted poster, I immediately knew it was him.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1120,"That room up ahead, hmm ... All right. You stand back.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1121,"Yes, of course.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1122,"The wanted man has three friends with him. They've also got a dog, so be careful.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1123,An Imperial Knight won't be beaten by the likes of a common criminal!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1124,"All right, put your hands up and come quietly ... huh?",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1125,They got away!!,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0161_020
UnknownChar1126,They say two more people went missing last night.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1127,"You'd think people would know better, with that guild's reputation for loan-sharking. But I guess the tourists don't have any idea what they're getting into.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1128,Isn't the guild in cahoots with the tipsters? Nordopolica regulars wouldn't fall for a scam like that ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1129,Where do they take the people who go missing?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1130,"Who can say? But no one ever comes back, that's for sure.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1131,I hope no one disappears tonight ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_010
UnknownChar1132,"Eeek! H-help me ... Someone, someone please help!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_030
UnknownChar1133,"Not only do you team up with the tipsters to rip off innocent customers,",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_030
UnknownChar1134,but then you kidnap people who couldn't pay their debts and do away with them! You dirty piece of slime ... This is what you deserve!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_030
UnknownChar1135,Aaaaaaah!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0162_030
UnknownChar1136,Is the ocean bigger than the lake?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0163_010
UnknownChar1137,"It's much bigger, and much deeper. The ocean is bluer than any lake, and prettier, too!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0163_010
UnknownChar1138,"Fish live in the ocean, right? Where is it?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0163_010
UnknownChar1139,Is it far from here?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0163_010
UnknownChar1140,"Yeah, it's a little far from here.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0163_010
