"Yuri" :6589,
"UnknownChar41" :1,
"UnknownChar40" :1,
"UnknownChar39" :1,
"UnknownChar38" :1,
"UnknownChar37" :1,
"UnknownChar36" :1,
"UnknownChar35" :1,
"UnknownChar34" :1,
"UnknownChar33" :1,
"UnknownChar32" :1,
"UnknownChar31" :1,
"UnknownChar30" :1,
"UnknownChar29" :1,
"UnknownChar28" :1,
"UnknownChar27" :1,
"UnknownChar26" :1,
"UnknownChar25" :1,
"UnknownChar24" :1,
"UnknownChar23" :1,
"UnknownChar22" :1,
"UnknownChar21" :1,
"UnknownChar20" :1,
"UnknownChar19" :1,
"UnknownChar18" :1,
"UnknownChar17" :1,
"UnknownChar16" :1,
"UnknownChar15" :1,
"UnknownChar14" :1,
"UnknownChar13" :1,
"UnknownChar12" :1,
"UnknownChar11" :1,
"UnknownChar10" :1,
"UnknownChar9" :1,
"UnknownChar8" :1,
"UnknownChar7" :1,
"UnknownChar6" :1,
"UnknownChar5" :1,
"UnknownChar4" :1,
"UnknownChar3" :1,
"UnknownChar2" :1
