name,gender,offer,accept,refuse
Q0C00Y08#_qgiver_,male,"Yes, as a matter of fact, thou could help us, %pcf. We are an isolated coven, viewed with fear and hostility in the outside world. If thou would procure for us a certain rare tome being held for us in ___contact_, we would be happy to give you, say, a special _mitem_ personally created for you.","Wouldst thou? The name of the tome is _book_ -- a very rare book indeed. Even if one were to find a copy, the price would be quite prohibitive. We are lucky, therefore, to have a friend in ___contact_, a =contact_ named _contact_ who has stolen a copy. If thou wouldst meet %g2 at __contact_, %g will give thee the book. We will expect thee back in =queston_ days. After that time, the book will be of no use to us. May ==daedra_ watch thy journey.","Well, then we shall wait for the next wandering traveler. Our need is not that desperate."
Q0C0XY02#_qgiver_,male,"Thou wouldst help ==qgiver_, %pcf? Many come to us for aid, and then turn from us once their wishes have been met, their oaths are curses, their promises are abominations. For the gratitude of ==qgiver_, wouldst thou punish one transgressor for the sisterhood?","Wilt thou truly? If thou wilt, a fine _mitem_ will be crafted for thee. Now, journey thou to farthest __tavern_ and seek the one who has betrayed us, a villainous =man_ who calls %g2-self _man_. Give to %g2 this _jewelry_, tell %g2 it is a gift from %g3 old lover, and then come back to us. Thou must to hurry, for the _jewelry_ will transform %g3 outerself to a semblance of %g3 inner beauty. ==qgiver_ wilt expect thee in =queston_ days. May ==daedra_ smile on thy sacred quest.","Not even that wouldst thou do? %oth, by ==daedra_, I suppose it is better not to promise what thou cannot deliver, yet still I am aggrieved."
Q0C10Y00#_qgiver_,male,"If thou wisheth the help of the ==qgiver_, first thou must help us. Will thou bring us the three ingredients we need to complete our brew?","We witches need three ingredients we cannot find to make our brew of weather weaving. First, a perfect _item1_ from ___dungeon1_. Second, search ___dungeon2_ for _item2_, which will make the clouds boil. Lastly, the most efficacious _item3_ thou must bring from ___dungeon3_. Bring us these things in =queston_ days before our stew doth cool.","Then get thee from our coven ground, for ill favor follows those who expect the world for aught."
Q0C20Y02#_questgiver_,random,"Thou art friend to ==questgiver_, this we know. But to help thee, a spell must be woven, a spell that first must destroy before it createth. Wilt thou bring to us a _magicitem_ for our brew, so thou might be blessed by its ruination?","The _magicitem_ we need is held by ==other_. We require it before the day has dawned =1stparton_ times. ==other_ can be found in ___other_. Ask after _other_. Let the gods and spirits guide thy feet, %pcf.","Too employed art thou to do this task, even knowing its importance? Unfortunate for ==questgiver_, and unfortunate for thee, %pcn."
Q0C4XY04#_questgiver_,male,==questgiver_ must once again call on thy kindness and might. We require a heart of a daedra for our spellcraft but the heart must be recently plucked and by thou. Wilt thou find and murder a daedra for your dear aunts?,"The Goddess smiles on us, %pcn, for there is a dungeon near that has a daedric infestation. Any daedra heart will do but that of a Lord, for theirs is putrid with worms. Go thou to ___mondung_, %pcn, slay for us a daedra and bring it before the sun sets =1stparton_ days.","No? Oh, sorrowful night."
R0C10Y00#_questgiver_,random,"If you are available for hire, I need someone reliable to carry out a certain, covert mission. It might be rather time-consuming, but I assure you that you will be suitably compensated. Are you interested?","Very good. I'm giving you an emerald for you to give my contact, _npc1_ of ___npc1_. %g will be waiting in __npc1_. The item needs to be there in =1stparton_ days. That's very important. Once you've made it that far, _npc1_ will have further instructions. I am counting on your discretion, %pcf, and you will be watched. Good luck and thank you.","Really? Too busy, perhaps. That is a shame."
R0C10Y01#_questgiver_,male,"If you want work, I am looking for someone to take a special _item_ to an acquaintance of mine. The reward will be extremely liberal. Interested?","Excellent. Here's the _item_. Now, _contact_ needs to have it in ___contact_ in =queston_ days. That ought to be just enough time, I hope. You will recognize _contact_ -- go to a place called __contact_ and just look for a =contact_. Good luck and thank you.","Really? Too busy, perhaps. That is a shame."
R0C10Y02#_questgiver_,random,"I need someone to bring an item to a contact of mine in ___contact_. You will receive an item in return. If you bring that item back to me, I will happy to reward you with _reward_ gold pieces. Do you agree?","Very good. Take this bar of gold and bring it to a certain =contact_ called _contact_ in a place called __contact_ in ___contact_. You will need to move quickly. If you are not at __contact_ in =1stparton_ days, _contact_ will leave, and none of us will be happy. Especially you. Very well, good luck to you, %pcf.",No? What a shame. I was prepared to be quite generous.
R0C10Y04#_questgiver_,random,The whining peasants who work my land near ___mondung_ have long complained about evil wizardry being practiced in that dungeon. It appears that this time they may be right. I am in need of an assassin with enough time to travel to ___mondung_ and destroy the necromantic sorcerer there. I am prepared to pay _reward_ gold pieces for this service. Are you interested?,"%oth, that's grand. I need to have this wizard extinguished in =1stparton_ days, so you will probably want to get on the road right away. Good luck, %pcf, and show no mercy.",Really? I would have thought this was your sort of an assignment. How inconvenient.
R0C10Y05#_questgiver_,random,"You may be aware that I am forming an alliance with _qgfriend_. To cement our friendship, I have agreed to arrange the death of a consistent threat to %g2 -- some sort of monster. This foul parasite lives in a decrepit old place called ___mondung_. %g has agreed to pay the creature's assassin _reward_ gold in return. Not too bad, I'm sure you'll agree. So, does this sound like your sort of an adventure, %pcn?","Recognize a good deal when you hear it, eh? I told _qgfriend_ that the monster would be dead in =1stparton_ days or %g could go out and hire someone else. So kill the creature and get over to ___qgfriend_ and find %g2 before the time runs out.",Really? How inconsiderate of you to leave me in the lurch like this.
R0C10Y06#_questgiver_,random,"I have a _item_ that's very precious to me. It's been handed down from generation to generation in my family. Knowing this, a small pack of orcish bandits have stolen it and are holding it for ransom. I have no intention of rewarding them for this outrage. On the other hand, I will pay the full amount of the ransom, _reward_ gold pieces to you if you would go to their holdout and steal the _item_ back. Will you?","Good. Now, I am given to understand that the orcs' hideout in in the old ___itemdung_. That's where, I suppose, they're keeping my _item_ as well. If you're not back in =1stparton_ days, I'll presume you haven't found the _item_, and will give your reward money to the orcs as ransom. Don't fail me on this, %pcf. Good luck.","%oth! You will not do this for me? Then I will have to pay the ransom. You disappoint me, %pcf."
R0C10Y08#_questgiver_,random,"If you could, %pcf, I am in need of assistance from someone I know isn't a complete buffoon. I sent another mercenary out to deliver a small package to a temple, nothing of great value, but damned if it wasn't stolen. Well, at least this idiotic hired hand paid attention to where the bandits went. Do you think you could help me out and get my parcel back?","Thank you in advance, %pcf. Now, the complications. The bandits sold the _item_ to a temple, _itemplace_ in __itemplace_. It apparently has some sort of religious significance to them. In order to avoid embarassment, I need you to steal the _item_ out of the temple and get it to _transporter_. You'll find %g2 at _inn_ in __inn_. The _item_ must be in the moronic _transporter_'s hands within =1stparton_ days; and you must be back here from __inn_ in =2ndparton_ days after that, understand? Not a lot of time. I'm counting on you, %pcf. Good luck and farewell.","%oth, I was afraid you were going to say that. Ah well, I suppose that is better than saying yes and failing."
R0C10Y09#_questgiver_,random,"Yes, I do have something for an able-bodied young %ra. It's nothing special -- just a simple errand, but it'll mean an extra _reward_ gold to you. Interested?","Good. I have a ... procurer in my employ. Distinctive looking, =spy_ going by the name of _spy_. Well, _spy_'s found a special _item_ of interest to me, but the former owners have %g2 trapped somewhere in __hidingplace_. My hands are tied officially, but you could kindly go to __hidingplace_, find _spy_, and bring me my _item_. Of course, if you're not back in =1stparton_ days, your _reward_ gold reward will have to be forfeit. I'm sure you understand. Well, you ought to be on your way. Goodbye.","%oth, I suppose you wanted me to give you _reward_ gold for nothing. Or perhaps you were hoping for something really interesting? Well, you'll have to wait for that, %pcf."
R0C10Y10#_questgiver_,random,"If you are interested in earning _reward_ gold for doing nothing more than delivering a little parcel to an agent of mine, speak up now. // I could use the services of someone of moderate talent, above average discretion, and willingness to assume the position of a lowly courier for _reward_ gold pieces. Are you that person?","Excellent. Here's the _weapon_. Now, _contact_ needs to have it in ___contact_ in =queston_ days. That ought to be just enough time, I hope. You will recognize _contact_ -- just look for a =contact_. Good luck and thank you.","Really? Too busy, perhaps? Your loss."
R0C10Y11#_questgiver_,male,"You are not by any chance free to run a little errand for me? It's very simple, I would do it myself or have one of my runners take care of it, but we are all so very busy. It would mean an extra _reward_ gold pieces. That's not too bad. Are you available?","What luck. Now, take this _item_ and go to ___qgfriend_ to a place called __qgfriend_. There's an odd =qgfriend_ there named _qgfriend_. Give %g2 the _item_ and %g will give you the _reward_ gold. Oh, and you need to be there in =queston_ days, but that should not be a problem. You have sturdy young legs. Off with you, what.",No? %god save me from idle %ra hands.
R0C10Y12#_questgiver_,male,"Yes, this is a potentially awkward situation I'm in. Not the worst, but awkward indeed. I'm in possession of a certain ... item that is not, to be blunt, legally mine. If you would carry it to a contact of mine in ___contact_, you will be handsomely rewarded. Does _reward_ gold pieces sound fair to you?","You will help me? %god be praised. Now, hurry, take this _item_ and go to __contact_ in ___contact_. Look for a =contact_ named _contact_. Don't think about taking the _item_ elsewhere. If you're not in __contact_ in =queston_ days, _contact_ will come looking for you. Now, hurry, time is of the essence.","You abandon me in my hour of need, young %ra. I am sorely displeased."
R0C10Y13#_questgiver_,male,"I have a mission of some diplomatic importance. A gift of peace that needs be exchanged. As a favor to me, would you bring my gift to my friend, _contact_?","Very good, %pcf. Now, listen carefully: take this _item_ to the palace in __palace_ and find a =contact_. That will be _contact_. %g will be expecting you, and will likely reward you for your trouble. You'd best be on your way. Do not fail me, %pcf.","Is it the price, the inconvenience, or the lowliness of the mission that irks you, %pcf? No matter, I can easily find another %ra interested in furthering his political standing."
R0C10Y14#_questgiver_,male,Are you by any chance available for a little assignment that should not take you any time at all and will make you _reward_ gold pieces richer?,"%oth, that's grand. I have a rather dimwitted associate of mine who left on an assignment without %g3 _item_. I need it rushed to ___contact_ straight-away. There's a little place there called __contact_ where you can find a =contact_ named _contact_. Give %g2 the _item_ and %g will give you the _reward_ gold pieces. One final note, %g will be leaving __contact_ in =queston_ days with or without the _item_, so you'd best be on your way.",No? Pity.
R0C10Y15#_questgiver_,random,"I have a somewhat complicated mission that needs a fourth man involved. It might take a couple of days to accomplish, but it will mean an extra _reward_ gold in your pocket. Sound intriguing?","I have a contact in ___npc1_ who has a certain item needed by another associate of mine in ___npc2_. Of course, _npc1_, my contact in ___npc1_ needs to be paid for %g3 item. That is why I need you to bring this diamond as payment to _npc1_. The diamond needs to be in %g3 possession in =1stparton_ days. Once you have made it to __npc1_, _npc1_ will give you further instructions. Thank you, %pcf, and %god be with you.",That is a disappointment. Ah well.
R0C10Y17#_questgiver_,random,"I was wondering if you might do me a small favor. You see, I have a friend who requires a certain shipment of a certain substance brought by a certain time. I trust I'm making myself clear. Are you available for such an assignment, given a payment of, say, _reward_ gold pieces?","So, you are available. Well, that's grand, I must say. Now then, here's a whatsamajig, a _item1_. It needs to be brought to an alchemist I know by the name of _npc1_. You'll find %g2 at __npc1_ in ___npc1_. With luck, %g will have something for you to bring to my friend, _npc2_. Well, you best be off. _npc1_ told me %g needed the _item1_ in =1stparton_ days or less. Thank you and have a good journey.","Well, I'm certainly disappointed. I would've expected more enthusiasm. Ah well, it's these times that breed sloth and indolence, I suppose."
R0C10Y18#_questgiver_,random,"Are you free for a few days to do me a little favor, %pcf? I just need something I borrowed brought back to its owner. Nothing too strenuous, and you'll be _reward_ gold pieces richer. A tempting offer, eh?","%oth, that's the spirit! I have this _item1_ I borrowed from my good friend _npc1_, a priest in __npc1_ of ___npc1_. It's somewhat of a rush to get it back to %g2 -- %g needs it in =1stparton_ days. So please do hurry. Thank you for this, %pcf.","That's too bad. Well, I'll just hire someone else then."
R0C10Y20#_questgiver_,random,"How would you like to have a lovely _reward_ from my treasury, %pcf? My alchemist has ordered a very rare ingredient he needs for an important experiment and we need someone to pick it up. Do you think you could handle that, %pcf?","Excellent, %pcf, I knew you would be game. Take this _item1_ down to __contact_ in ___contact_. There's a =contact_ there by the name of _contact_. Ask %g2 to give you the _item2_ %g's brought up from the south. Make sure you're there and back in =1stparton_ days. All righty then, %pcf. I'm relying on you. Don't make me regret it.","Well, that's odd. You might try not to have such a mercenary's heart, %pcf."
R0C10Y21#_questgiver_,random,"My cousin, _qgfriend_, has appealed to me for aid in a rather distasteful situation. It appears that there is a ... temple of some variety being consecrated, if that's the proper phrase for these disgusting orcish activities. Well, obviously, we need to crush it while it's budding. I am willing to go as high as _reward_ gold. Can I count on your help, %pcf?","Thank you in advance for this, %pcf. What I think would be the best use of your abilities is to infiltrate ___mondung_ and eliminate the so-called shaman of the temple. If we can kill it before our assault in =1stparton_ days that would make our job much easier. When the deed is done, report to my cousin's palace in ___qgfriend_. %g's the one who's going to pay you for all this.","What are you, some kind of orc-friend? %oth, get out of my sight!"
R0C11Y03#_questgiver_,random,"I have an acquaintance, an alchemist of some skill by the name of _chemist_. In order to complete a project of mine, %g needs a rather rare item -- the heart of a daedra. I won't lie to you; the daedra want this heart back, and you may encounter some of them along the way. Are you willing to risk this, in reward for a generous fee?","You will? Then good luck to you. Here is the daedra's heart. If it is not in my friend _chemist_'s hands in =1stparton_ days, it will be too old to be used. After you have delivered it, return for your reward. Good luck and godspeed to ___chemist_.","I'm disappointed, but I can't say I don't understand. Volunteering for an assignment involving the daedra certainly requires more bravery and valor than is commonly seen in %ra adventurers."
R0C11Y16#_questgiver_,random,"If you have a couple days to spare and wouldn't mind being _reward_ gold pieces richer, I have a mission requiring some speed and delicacy.","Excellent, %pcf. Now, I have a spy, _npc1_ in ___npc1_ who needs a telescope to continue %g3 survelliance activities. I am given to understand %g has found something of interest to a mutual friend of ours, which needs to be delivered as well. So, here is the telescope. Take it to a =npc1_ in a place called __npc1_ in ___npc1_, and there you will get further instructions. Good luck to you, %pcf.","No? I wasn't expecting you to turn down _reward_ gold for a few days work. How many peasants would murder for that kind of money? Ah, well. Your life, I suppose."
R0C11Y19#_questgiver_,random,"I'm in rather a delicate situation, %pcf. If I could count on your diligence and your silence, you could earn yourself, say, _reward_ gold pieces profiting on my misery. Sound enticing?","Well, that's good anyway. Not long ago, during a time of financial stagnancy, I pawned a ring given to me by the Emperor himself. I figured that Uriel Septim never makes it down to this corner of the Empire, but now I hear his agents are in the area, and I must have to have that ring back. _contact_, of __contact_ in ___contact_, will only hold it for =1stparton_ more days. Here's the gold to pay for the ring. Good luck and %god speed your journey.","%oth, blast, and %oth! I'm surrounded by apathetic lazybones! Nothing personal, %pcf."
R0C11Y26#_qgiver_,male,"%pcn, a madman they call the ____qgiver_ Ripper is terrorizing the city of ___qgiver_, and my guards and constabulary are helpless against him. They have no clues to his identity whatsoever. I know you have some resources and rather nontraditional contacts. Can you try and help me in this matter, for the good of all ____qgiver_ -- and a substantial sum of gold?","You are a true friend, %pcf. The people of ____qgiver_ are becoming anxious about the lack of progress in the official investigations. The situation is becoming explosive, with people afraid that the Ripper is coming for them next. I fear that we will have a mob situation soon, perhaps within =total_ days or less. The only other person I've unofficially hired on this is _contact_, a local scholar who has been analyzing some of the letters I've been sent. Go to _bookstore_ to talk to %g2 first, and check on %g3 progress. If you cannnot solve this mystery, then %god help us all.","Not an uncommon response. Then I have little choice, but to call on some of my less savoury contacts for help -- an option I was hoping to avoid."
R0C11Y27#_questgiver_,random,"I was wondering if you might do me a small favor. You see, I have a friend who requires a certain shipment of a certain substance brought by a certain time. I trust I'm making myself clear. Are you available for such an assignment, given a payment of, say, _reward_ gold pieces?","So, you are available. Well, that's grand, I must say. Now then, here's a whatsamajig, a _item1_. It needs to be brought to an alchemist I know by the name of _npc1_. You'll find %g2 at __npc1_ in ___npc1_. With luck, %g will have something for you to bring to my friend, _npc2_. Well, you best be off. _npc1_ told me %g needed the _item1_ in =1stparton_ days or less. Thank you and have a good journey.","Well, I'm certainly disappointed. I would've expected more enthusiasm. Ah well, it's these times that breed sloth and indolence, I suppose."
R0C11Y28#_qgiver_,male,"There's a nightmare stalking the streets of ___bookstore_. They're calling him the ___bookstore_ Slayer, and so far no one can tell me if he's a man or a beast. One of my finest sages, _contact_, is examing the bodies of the victims, but %g has begun getting disturbing letters and frankly fears for %g3 life. I need someone to investigate %g3 findings to see if %g3 fears are justified. Will you help me in this, %pcf? I will offer you _reward_ gold pieces in return for the retirement of the ___bookstore_ Slayer.","Thank %god for that anyway. The people of %reg are becoming anxious about the lack of progress in the official investigations. I fear that we will have a mob situation soon, perhaps in =total_ days or less. _contact_ works out of _bookstore_, and I told %g2 I'd be sending someone there soon. Watch out for yourself, %pcf. Until this situation is resolved, remember that the ___bookstore_ night has a knife.","Not an uncommon response. Then I have little choice, but to call on some of my less savoury contacts for help -- an option I was hoping to avoid."
R0C20Y07#_questgiver_,random,"I have a friend, a potential ally, who is in need of discreet assistance. It's a relatively simple salvage operation, one for which my friend would happily pay very handsomely and I would greatly appreciate. It will need to be accomplished very soon, within =1stparton_ days. I'll go into detail, if you're interested.","Excellent, I knew you'd help. Now then, my friend is _qgfriend_ of ___qgfriend_. %g has lost a gem, a sapphire, and my spies have tracked it down to ___itemdung_, of all places. _qgfriend_ needs this stone, because %g borrowed it from a third party. If it's not in %g3 hands in =1stparton_ days, well, there will be considerable trouble. Furthermore, the persons who now possess the stone will, according to my spy, be vacating ___itemdung_ any day now. Obviously, you'd best leave immediately to get to ___qgfriend_ in =1stparton_ days with the sapphire. Good luck, %pcf. Make me proud.","Well, saying no from the beginning is definitely preferable to saying yes and failing. I am a little disappointed, but that'll pass."
R0C20Y22#_questgiver_,male,"Ah, %pcf, I am glad you're here. If you are available for hire, I am looking for someone to purvey a special _item_ to an acquaintance of mine. The reward, I think, you will find to be extremely liberal, to compensate for the danger of the mission. Are you interested?","Excellent. Here's the _item_. Now, _contact_ needs to have it in ___contact_ in =queston_ days. That ought to be plenty of time, I hope. _contact_ will be easy to find -- just look for a =contact_ at __contact_. By the way, you may encounter some orcs who do not want this shipment made. I trust you know how to deal with their kind. Good luck.","Really? Too busy, perhaps. That is a shame."
R0C30Y25#_questgiver_,random,"I need someone to bring a certain item to a contact of mine in ___contact_. You will receive an item in return. If you bring that item back to me, I will happy to reward you with _reward_ gold pieces. Do you agree?","Very good. Take this bar of gold and bring it to a certain =contact_ called _contact_ in a place called __contact_ in ___contact_. You will need to move quickly. _contact_ isn't in the habit of waiting around for laggard couriers. Very well, good luck to you, %pcf. I will expect you back in =1stparton_ days.",No? What a shame. I was prepared to be quite generous.
R0C4XY23#_questgiver_,male,"%pcf, old friend, am I glad you're here. I am in trouble with a group of daedra and am looking for someone to purvey a rare manuscript to an acquaintance of mine. The reward will be extremely liberal, but the possibility of daedric intervention is quite high. Are you interested?","Excellent. Here's the book, _item_. Now, _contact_ needs to have it in __contact_ in =queston_ days. You can still make it, I think. Just be on guard against the daedra. Good luck.","I understand, %pcf. You are a busy %ra."
R0C60Y24#_questgiver_,male,"%pcf, always a pleasure to see you, my dear friend, especially when I need help. I need to get this _item_ to my contact in ___contact_, but I've received word that a vampiric tribe does not want my courier to get through. You're the only person I can think of who might get it through. Will you try?","Ah, marvelous. Here's the _item_. Now, _contact_ needs to have it in __contact_ in =queston_ days. Look for a =contact_. You can't miss %g2. And don't get yourself killed in the process. Good luck and thank you.","Really? Too busy, perhaps. That is a shame."
Prince Lhotun,male,"Welcome to Sentinel, %pcf. I guess you must have received my letter. I know some things about Lysandus and why he might be haunting Daggerfall, but before I tell you, you have to promise to do something for me first. Is that all right?","You will? Thank %god. You see, I used to have an older brother, ten or eleven years older than me, named _brother_. Whenever I ask what happened to him, I'm told a different story. Some say he got sick and died, some say he was kidnapped by the Underking. I want to know the truth. If you can find some proof of what really happened to him, I'll tell you all I know about King Lysandus.","%oth, %pcf, I thought you were a hero. I guess I was wrong."
Prince Helseth,male,"I need a courier, %pcf, but no common, jelly-armed, gas-headed pox of a mercenary will do. I have a letter of utmost importance to be delivered to a high dignitary who will be defended against unwelcome intrusion. In return for this, I will not only reward you with a _magicitem_, but also put in a positive word for you with the king and queen of Wayrest, but I will give you some information on the affair with Daggerfall I doubt you would receive elsewhere. Does this sound like an agreeable arrangement?",Excellent. Meet me here this time tomorrow and I will give you the letter and the name and location of the recipient.,Dullard. Why did you let me waste my time with the likes of you?
Princess Morgiah,female,"You're trying to track down that letter of the Emperor's, yes? There are very few scandals in the Bay of which I am totally ignorant. I could give you some information, but nothing is without a price, that I know well. I need a champion who doesn't fear the fire of Oblivion. Are you interested?","%oth, that is a relief to me. Do not ask any questions -- get this letter to a certain high level sorcerer at the Necromancers' crypt, Scourg Barrow in the Dragontail Mountains. Avoid the rift. If you see it, you have gone too far. They will not be expecting you and will not wait for any introductions. The necromancers feel that death is a reward for the living, not a punishment. Once you have delivered the letter, they would feel no need to guarantee your safety. It is their way. I need the letter delivered and a response from _necs_ in my hand one month from now at the absolute latest. The risks are very high, %pcf, please do not fail.","Pity. I will find someone else to help me. But who will you find to help you, I wonder."
Queen Aubk-i,female,"My husband's poor grandmother, Nulfaga, is rumored to be in very frail health, her once brilliant mind almost utterly destroyed. She has locked herself in her castle in the Wrothgarian Mountains and experiments in magical studies with no regard for her own safety. I would know of her condition, but few possess the bravery to face the horrors of her castle and speak with her. My reward for a report on her health is a magical _magicitem_. Will you be my champion in this?","%oth, I am glad to have found a champion. The name of her castle is Shedungent, and it should not take you longer than =2shedungent_ days to go there and return. If she is insane, Shedungent may be a very dangerous place indeed. Be very careful. May Kynareth and Mara protect you.",A common enough response. But very disappointing nevertheless.
Princess Elysana,female,"Hello, %pcf. I am Elysana, King Eadwyre's child and heir apparent to Wayrest. Perhaps you could help me out of a bit of an embarrassing predicament. The senior member of the elder council, my father's good friend Lord Castellian, has left court on holiday and I forgot to return a cloak I borrowed from him. If it isn't too much of a bore to you, would you mind bringing it to him in ___casfort_? I could offer you a lovely _jewelry_ as payment.","How frightfully nice of you to help a silly girl like myself. Here's the robe. Now, it's very important that milord Castellian has the robe soon. He is at one of his houses, _casfort_ in ___casfort_. Lord Castellian shouldn't be too hard to find, just ask around for him or for _casfort_ and give him the robe. I do really appreciate this, %pcf. It really shouldn't take you longer than =queston_ days to get to ___casfort_ and back, so I'll see you then.","No? Oh, %oth."
Cyndassa,female,"Hey, if I told you I could give you a bit of information, let's say, about that letter of milady, would you be innerested there, %pcf? I thought so. Now, mind you, I ain't givin' it away. Before I scratch yer back, you gotta scratch mine. Deal?","M'name is Cyndassa. Daggerfall. I'll tell you everything I know, but I don't need to remind you that there ain't no such thing as free info, do I, %pcn? I'm just a maid to her highness, nothing but a fleck to the world, and my needs ain't big. I need this werewolf done in. I know just where it is -- some %god forsook hole called Tristore Laboratory, off the coast over Betony way. I can't tell you why, but it's important to me that that werewolf gets put outta its misery. I'll wait here for =2mondung_ days for you -- that oughta be plenty of time.","Of course not. You only do work for the likes of kings, don't ya? Poor Cyndassa has to work for herself, is that it? Well, %oth, it suits me just fine, so there."
Lady Brisienna,female,"%pcf, I'm glad you could meet me here. The Blades and your emperor need you again. You may or may not be aware that the Totem of Tiber Septim has been found. For a brief time Lord Woodborne of Wayrest had it. Where he got it from is still a mystery. The Blades mounted an assault upon Woodborne Hall to retrieve it. Although the Hall fell, many of our number fell with it. We sacked the Woodborne Hall, but the Totem was gone. I have reason to believe that Gothryd has the Totem. The Blades no longer have the men to mount an assault on Castle Daggerfall. You have shown yourself to be quite adept at getting in and out of these places. Would go into Castle Daggerfall and retrieve the Totem of Tiber Septim?","I knew I could count on you %pcf. The Totem is most likely in the Daggerfall treasury. It is a huge room, quite unmistakable. I am leaving in a couple of days. I shall send word to you where you can meet me after you get the Totem. Should you succeed, the Emperor has instructed me to gift you with an artifact of great power and renown. _artifact4_!","These are dark times indeed. If Gothryd gets the Mantella as well, Tamriel will be thrown into a civil war."
Princess Elysana,female,"You are even more dashing in person than Lord Woodborne said. I just love talking to men and women of action! I know that you're looking for a certain object, %pcf. A totem pole or something? Well, an acquaintance of mine, a perfectly delightful =contact_, has something that may help you. If you would escort my cousin _foil_ to _contact_ you can have it. Would you do this teensy weensy favor for me?","How exciting! It will be a real adventure. _foil_ just loves to travel and has been dying to spend some time with _contact_. Go to ___contact_ of ____contact_, to a place called __contact_. %g will pay you =reward_ gold pieces for bringing %g2 _foil_. Don't you just love these dangerous missions?",No? How dreadful! My poor cousin will be so disappointed. You are not nearly as fun as Lord Woodborne said you would be.
S0000010#_agentuk_,random,"Good day, %pcf. My name is _agentuk_. I must admit that I am surprised to see you. Are you perhaps able to help the Underking in an endeavor against the Necromancers? We will reward you liberally for this service, and provide information you will probably not be able to find elsewhere.","You will. Hmm. Remarkable. The Necromancers have taken an item of ours, a _reward_ of some value. The value is of secondary concern. The true problem is that they cursed this item and gave it to the Blades. If you are unaware, the Blades were once the honor guard for Tiber Septim. Today they are loyal to the empire and Tiber's code, but not always to the current emperor. The Underking has reason to not wish harm upon the Blades. We want you to infiltrate Castle Llugwych in Ykalon and remove the _reward_. Please have this done in =itemindung_ days if you want your information and reward.",No. I see. Very well.
Queen Barenziah,female,"Thank you for responding to my letter, %pcf. It is very difficult for a queen of a powerful nation, and a queen whose home is far away, to trust any mercenary. That is why when my dear child Helseth told me about you, I was so quick to write. There is a rather sensitive situation brewing, and I need someone I can trust to correct some wayward revolutionaries. For _reward_ gold pieces, will you perform such a service for me? I am also prepared to reward you with information as well as _reward_ gold.","I am glad to hear it. Some years ago, a disgruntled, and possibly deranged, scribe of mine wrote a biography of me which my worst enemy would call cruel and defamatory. Because the book was also excessively critical of the Empire and Septim Imperial family, it was wisely suppressed and its author executed. Unfortunately, chapters of the book resurface from time to time. I have reason to believe one chapter of the book has been purchased by the orcs of Orsinium, who are attempting to publish it. I need it removed from their stronghold, also named Orsinium. Time is of the essence. I'm sure Gortwog will not wait long. Once the chapter is safe, we will talk further about your ambitions.","That is a pity indeed. Prince Helseth is usually correct in his assessment of people, but it would appear that he is wrong in this matter."
Mynisera,female,"Hello %pcn. I have heard much about you. Now you come to me with a very interesting tale of deception. So Cyndassa the maid says that Aubk-i opened a letter from the emperor addressed to me. I can tell you %pcf, that she never delivered such a letter to me. I would like you to investigate this further, %pcn. It could be dangerous to poke into the affairs of Aubk-i without enraging King Gothryd, even though he is my own son. Are you willing?","Good. I have long had my suspicions about Aubk-i's loyalty to the emperor. She is a daughter of the late King Camaron, who ruled Hammerfell from his citadel in Sentinel. My husband King Lysandus, %god rest his soul, died at Cryngaine, as did King Camaron. Lysandus' body was not recovered, so he has a monument erected there rather than a true tomb. Ah...my mind wanders. The emperor uses _messenger_ as his messenger in Daggerfall. %g could be anywhere in the region delivering missives. However, _messenger_ is a member of the Knights of the Dragon. Go to _location_ in __location_ and ask for _dispatcher_. %g may know where to find _messenger_. Try to find out why a letter addressed to me was delivered to Aubk-i.","Aubk-i must have you tightly wound around her finger, %pcn. I hope you survive to benefit from her patronage."
Queen Aubk-i,female,"%pcf, I do not know even how to broach this subject. I need you to promise me on your ancestors' honor that you will do what you can to help me and never breathe of what I say or what you see to anyone else anywhere. Will you so swear?","I will trust you then, %pcf. The matter concerns my mother-in-law, the dowager queen of Daggerfall and widow of Lysandus, Mynisera. As mistress of the household finances, I have noticed that she has been paying for the upkeep of a fortress called ___myndung_ complete with a large platoon of soldiers. A short while ago, she disappeared with a wrapped parcel of papers and came back days later with empty hands. She has recently left again with another parcel of letters and my spies have verified that she has gone to ___myndung_. You will have to trust that my suspicion of her activities is justifiable, for I am not in a position to offer proof. What I need for you to do is go to ___myndung_ and find that parcel of letters or any other information about her activities there. Mynisera will be returning in =2myndung_ days. You cannot have any more time than that, I fear. Good luck.","It would be worse, I suppose, for you to swear and then not be true. Still, I had hoped for more gallantry from you."
Queen Akorithi,female,"%pcn! Welcome to Sentinel. I trust you have had a comfortable stay so far. Let me get right to the point. My son, Prince Lhotun, says you are a well respected and trusted %ra. I have need of your sort. I am willing to pay you _gold_ gold to infiltrate Castle Wayrest and recover an heirloom of the late King Lysandus for me. Will you do it?","What Bounty! There is an item, a painting, that is hidden somewhere within Castle Wayrest. I desire this item for reasons you need not worry about. Bring it to me and I will pay your _gold_ gold.",Hmmm. I shall have to rethink your standing in this court.
