"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"young woman","female","15","21","78","48","101","59","19","23","29","100","0","10 years ago a beast was seen carrying something into the Northern Ruins. Treasure, perhaps?!","10年くらい前、この村の北にある廃墟に 魔物がなにか運び込んだらしいよ。 宝物じゃないかってウワサだけど……","I hear a monster carried something into the ruins north of this town about ten years ago. Rumor says it might be treasure......",""
"toma","male","26","31","107","57","101","62","18","29","35","128","0","Hey  [member1], I've finally got a lead on the Rainbow Shell. But there's something odd going on... Oh, can you hang on to this for me?","よう、[pc1]。 俺は、ついに虹色の貝がらの しかし、今度ばかりはヤバいかんじが するんだ。 そうそう、こいつをあんたに あずけとくぜ。","Yo, [char1]. I finally found a lead on the Rainbow-Colored But, just this once, I'm getting a dangerous sort of feeling. Oh yeah, I'll leave this with you.",""
"toma","male","18","21","73","22","49","26","12","9","9","29","4","If I don't return, come to my grave and pour this on my headstone. Gee, isn't this morbid?","もし俺が死んだら、俺の墓に この酒をかけてくれよ。","If I die, pour this sake on my grave.","kanji for 'grave' fixed"
"maid","female","7","9","27","19","39","21","8","7","11","36","0","I wonder where Toma's off to now?","ああ…… トマは今ごろ、どこを旅してるのかしら……","Ahh...... I wonder where Toma's traveling now......?",""
"carpenter (1000AD)","male","18","19","65","56","107","61","20","33","38","136","0","You wanna borrow my tools? Be my guest! I'm busy here, so go get them from my wife.","へ？　大工道具をかせ？ 別にかまわんが、どーする気だ？ ……、ま、いーや。 俺はもーちょい飮んで行くから 道具はかみさんから受け取ってくれや。","Huh? Lend my carpentry tools? I dun really care, but whatcha gonna do with em'? ......ah, never min'. I'm gonna drink summore before I go, so get an' the tools from my wife.",""
"woman","female","9","9","41","16","30","18","6","6","8","28","0","What? His tools? Oh, hold on, they're right here.","え、大工道具？ ちょっと待ってておくれ。","Huh, carpentry tools? Wait a sec.",""
"woman","female","3","4","15","10","20","11","2","4","4","16","0","Careful with 'em.","大事につかっとくれよ。","Use them with care.",""
"carpenter (600AD)","male","12","12","48","32","53","32","6","14","17","59","0","You've got some tools there. Will you lend them to a buddy?","おっ、あんた。 だいくどうぐを持ってるじゃねーか。 おいらにゆずってくれよ？","Oh, it's you. You got carpenter tools, doncha? You gonna give 'em to me?",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","はい","Yes",""
"boss","neutral","9","9","27","18","34","18","5","8","8","24","0","Thanks a lot. Now I can get to work!","おっ、ありがとよ。 これでしごとが出来るぜ！ ","Oh, thanks. Now I can do my job!",""
"crono","male","1","1","3","3","3","3","1","1","1","2","0","No.","いいえ ","No",""
"boss","neutral","1","1","5","4","7","4","1","1","2","7","0","Sigh...","がっくし…… ","Dammit......",""
"carpenter (600AD)","male","24","27","98","52","104","58","18","29","34","115","0","Thanks for lending me those tools. Now I can finally get to work! I guess I'll start with the ruins! C'mon, you lazy blokes!","さっきはあんがとよ。 これでおいらも、しごとが出来るぜ！ よし！　手はじめに、北の廃墟でも 修理してくるかァ！ 野郎ども、行くぜ！","Thanks for before. Now I can do my job too! All right! To start with, I guess I'll fix up the Northern Ruins or something! We're going, ya maggots!",""
"young men","male","4","5","18","5","11","7","2","2","2","10","0","Whatever you say boss!","あいよ！　親方！","Gotcha! Boss!",""
"carpenter (600AD)","male","4","4","16","7","15","9","2","3","3","10","0","We're done for now.","修理しといたぜ。","We fixed it.",""
"carpenter (600AD)","male","21","24","84","61","121","69","21","28","31","115","0","We can't repair the spots where the monsters hide. Call us after you get rid of them. We'll do the rest.","モンスターが巣食っている場所は 修理出来ねーんだ。 フロアのモンスターをぜんめつさせたら また、たのみにきな。 おいら達が修理してやるぜ。","We can't fix the places where the monsters are hanging out. When a floor's monsters are all wiped out, come ask us again. We'll fix it for ya.",""
"carpenter (600AD)","male","11","13","50","7","20","12","5","7","9","39","0","You want the Northern Ruins repaired? It'll cost you 2000 G.","北の廃墟の修理？","Fixing the Northern Ruins? It'll take 2,000G.",""
"crono","male","1","1","3","9","8","9","1","1","1","3","0","Yes","2000Gかかるぜ。","Pay",""
"crono","male","1","1","2","3","5","3","1","2","2","8","0","No","はらう","Don't pay",""
"boss","neutral","7","9","33","11","19","12","4","9","11","39","0","It ain't gonna happen without the cash.","金がねーんじゃ、無理だぜ。 ","If you ain't got the money, it ain't happening.",""
"grave","neutral","8","10","41","24","52","30","9","11","15","55","0","Cyrus, the fool who challenged Magus rests here.","魔王に戦いをいどんだ、おろかな男 サイラス、ここに眠る。","Cyris, a foolish man who challenged Magus in battle, sleeps here.",""
"frog","male","11","13","46","26","52","29","11","12","15","59","0","Cyrus. I hath returned. I shall honor my promise to thee!","サイラス…… サイラスよ、俺は帰って来た。 おさなき日のちかいを、","Cyrus...... Cyrus, I've returned. To fulfill the oath of that youthful day,",""
"cyrus","male","8","10","39","16","31","16","5","11","11","40","0","Glenn... Thank you...for making the journey here.","グレン…… よく…… よくここまで、来てくれた……","Glenn...... Well...... Well done to have come so far for me......",""
"frog","male","8","8","32","16","28","17","4","8","12","47","0","Dear Cyrus... Thou must...think ill of me.","サイラス…… 俺を……、うらんでいるのだろう……","Cyrus...... You're...... feeling bitter towards me, aren't you......?",""
"cyrus","male","31","35","133","53","114","67","25","31","35","131","0","On the contrary! You have come far, my friend. When Magus defeated me, I thought of all those whom I had left behind. King Guardia, Queen Leene, and of course, you...","フフ…… なかった…… この体を魔王の炎にやかれた時 思い、千々にみだれた。 ガルディア王…… リーネ王妃…… 魔王…… そして…… 親友のお前の事を……","Hu, hu...... When my body was done in by Magus's behind in this world and was disturbed into pieces. Of King Guardia...... Queen Leene...... Magus...... And...... Of you, my best friend......",""
"cyrus","male","21","29","93","38","87","47","16","25","27","104","0","Your skill and dedication is superior! I can rest now, knowing that everyone is in good hands. Good bye, my friend!","だが、長い時間をかけてえた お前の強さは本物のはずだ…… これで心おきなく眠りにつける……","However, the strength you have won over this long time ought to be the real thing...... With this, I can reach sleep with no regrets......",""
"frog","male","4","4","14","14","29","16","8","5","5","16","0","Cyrus, wait! I... I...!","ま、待ってくれ、サイラス！ 俺は…… 俺は………！","W, wait, Cyrus! I...... I.........!",""
"cyrus","male","13","14","56","21","44","24","11","13","13","55","0","The Queen... Look after Queen Leene. Alas, and...farewell...G...le...n...n...","王妃を…… リーネ様をたのむ…… さらばだ…… 我が友　グ……レ………ン…………","The Queen...... Take care of Leene-sama...... Farewell...... My friend G......le.........nn............",""
"frog","male","1","2","9","10","14","10","3","1","5","10","0","Cyyyruuus!!!","サイラァーーーースッ！","Cyruuuuuus!",""
"frog","male","4","4","17","10","18","10","2","3","3","15","0","I'm so sorry, Cyrus.","すまなかった…… サイラス……","I'm sorry...... Cyrus......",""
"frog","male","0","0","0","0","0","0","0","0","0","0","0","!?","！？","!?",""
"frog","male","2","2","12","9","15","9","3","3","4","16","0","The Masamune?!","グ、グランドリオンが？","Th, the Grandleon?",""
"frog","male","6","7","32","7","18","9","3","3","5","22","0","'Tis flowing with strength and vigor.","この……みなぎる力……","This...... overflowing power......",""
"masamune","neutral","4","4","14","7","9","7","2","3","3","13","0","Heh heh That's it!","「フフ…… 「そうさ！","'Hu, hu...... 'Right!",""
"mune","male","3","4","14","10","17","10","2","5","7","27","0","That was special!","あんたは、なやんでたろ。","You were troubled, weren't you.",""
"masa","male","12","12","51","12","29","16","8","7","7","31","0","Quite. I guess it means that a Hero's power comes from within.","勇者の強さは、意思の強ささ！","A Hero's strength is strength of will!",""
"mune","male","3","7","22","15","28","16","2","10","11","40","11","Mucho metaphysical, man.","罪ほろぼしのためなんかじゃない。","It's not to atone for sins or anything like that.","Guess this was too religious. The willpower speech is much better."
"masa","male","5","6","24","19","40","23","10","7","7","32","0","Like, MIND over matter, Mune!","あんたの意思が、今、本当の強さを 持ったのさ！","Your will, just now, had true strength!",""
"frog","male","2","2","8","4","8","5","3","2","2","8","0","My... mind?","俺の……意思……！","My...... will......!",""
"mune","male","7","7","24","22","50","27","10","14","15","53","0","Now for a yummy, full-on test!","これで、心おきなくボクらも 力を出せるね、兄ちゃん！","With this, we can let out our power with no regrets too, nii-chan!",""
"masa","male","3","3","17","7","11","7","2","4","4","13","0","It's thrashin' time!","そうだな、リオン！","You got it, Leon!",""
"frog","male","8","9","35","21","45","25","8","8","9","35","0","Ahh! 'Tis the true identity of the Masamune!!","これが…… これが グランドリオンの本当の姿なのか！！","This...... So THIS is the Grandleon's true form!!",""
"frog","male","7","9","33","22","43","24","8","7","12","40","0","Cyrus, I promise to fulfill your wishes!","サイラスよ、俺は行く。 お前のこころざしをつぐため……。","Cyrus, I'm going. To fulfill your aspirations......",""
"frog","male","4","4","16","12","25","14","5","6","8","23","0","'Tis a sad farewell!","お前への最後のはなむけだ！","My final parting gift to you!",""
"frog","male","2","3","10","4","7","4","3","4","5","18","0","Onward, all!","さ、行くぞ……。","Come on, we're going......",""
"grave","neutral","8","8","40","27","56","32","8","14","15","65","0","Cyrus sleeps here, avenged by his friend Glenn.","そのおもいを親友グレンにたくして 勇者サイラス、ここに眠る。","The Hero Cyrus, who entrusted his hopes to his best friend Glenn, sleeps here.",""
"carpenter (600AD)","male","4","4","15","21","46","27","10","11","13","47","0","That's it for now.","もう、おいら達が修理出来る場所は 残ってないぜ。","There aren't any places left any more that we can repair.",""
"frog","male","5","5","21","12","20","12","3","5","6","28","5","I await thee, Free Lancer!","見きったり フリーランサー！！","Saw right through it, Freelancer!!","He knew it was coming!"
"SYSTEM","neutral","11","12","44","30","65","36","16","10","11","50","0","It starts glowing in Frog's hand! You got the Gold Rock!","それは、カエルの手の中で さんぜんと光り輝いた……！！ 金の石を手に入れた！","It shone brilliantly within Frog's hand......!! Got the Gold Stone!",""
"frog","male","5","5","16","13","28","17","8","8","11","32","0","A changed frog art I!","俺はもう、以前の俺とは 違うぜ……！！","I am now different from my former self......!!",""
"SYSTEM","neutral","31","37","128","109","171","114","37","29","45","153","0","Kali Blade level up! Got 1  [item]! Level Up for Siren! Got 1  [item]! Nova Armor level up! Got 1  [item]! Something is reacting to the pendant. Take out the contents?","おにまるがバージョンアップ！ [item]を手に入れた！ セイレーンがバージョンアップ！ [item]を手に入れた！ ノヴァアーマーがバージョンアップ！ [item]を手に入れた！ ペンダントに反応して中の物が光りだした。 なかみを取り出しますか？","Onimaru version up! Got Suzaku! Siren version up! Got Valkyrie! Nova Armor version up! Got Moonlight Armor! Something inside reacted to the pendant and began glowing. Remove the contents?",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","はい","Yes",""
"crono","male","1","1","3","3","3","3","1","1","1","2","0","No.","いいえ ","No",""
"old woman","female","13","13","53","44","92","53","17","17","19","81","0","Sir Cyrus, a Knight of the Square Table, is buried north of here.","この村の北にある勇者の墓。 あそこには、ガルディア王国の騎土 サイラス様がほうむられておるのじゃ。","The Hero's Tomb is north of this town. Cyrus-sama, Knight of Guardia Kingdom, is entombed there.",""
"young man","male","12","13","47","30","62","35","15","13","14","55","0","Cyrus's grave is up north. It's a great place for a picnic!","この村の北には、あのサイラス様のお墓が あるのさ。　一度行ってみなよ。","THE Cyrus-sama's grave is north of this town. Try going some time.",""
"choras mayor","male","20","24","90","58","128","78","27","30","36","138","0","A Hero's grave is to the north. 400 years ago, the knight Cyrus fell while protecting our Kingdom from Magus.","この村の北には、勇者の墓がある。 400年前、ガルディア王国を救わんとして 単身、魔王に戦いをいどんだ勇者 サイラス様が眠る場所だ。","North of this town is the Hero's Tomb. It's the place where the Hero Cyrus-sama, who challenged Magus to combat unaided in an attempt to save Guardia Kingdom, sleeps.",""
"maid","female","11","12","41","35","83","51","17","20","22","82","0","The tale of Glenn, Cyrus and Magus is known to all.","400年前、魔王と戦った 勇者サイラスとその親友グレンの話…… 遠い昔の伝説です。","The story of the Hero Cyrus who fought Magus, and his best friend Glenn...... It's a legend from long ago.",""
"woman","female","9","11","43","28","61","36","13","13","21","74","0","I'm bored... Maybe I'll check out the Millennial Fair!","ヒマよねェ…… 私もガルディア王国の千年祭に 行ってみようかしら？","Nothing's going on...... Maybe I'll try going to Guardia Kingdom's Millennial Festival too?",""
"maid","female","7","9","29","30","60","32","9","12","14","53","0","A peaceful world is a boring world...","平和すぎる世の中というものも ツマラないものザマスことよ、ホホホ。","If the world's too peaceful, that means it's boring, ho, ho, ho.",""
"old woman","female","12","13","53","40","87","48","17","17","19","82","0","Cyrus, our town's guardian angel, rests in a grave to the north.","この村の北にある勇者の墓。 あそこにほうむられておるサイラス様は この町のまもり神じゃ。","The Hero's Tomb is north of this town. Cyrus-sama, entombed there, is this town's guardian deity.",""
"carpenter (1000AD)","male","10","11","40","43","79","45","9","20","23","74","6","Huh? When do I work? That's none of your business!","え？　いつも酒場にばかりいて いつ大工のしごとをしているのかって？ カタイことはいいっこなしだぜ！","Huh? When do I do my carpentry job if I'm always in the bar? Don't worry 'bout the hard stuff!","Not sure about the last sentence."
"young woman","female","12","12","48","24","54","31","12","13","13","55","0","Hey, do you know the story about Cyrus and his best friend?","ねえ、あなた達、知ってる？ あの、サイラス様とその親友の話……","Hey, did you guys know? About that Cyrus-sama and his best friend......",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","はい","Yes",""
"crono","male","1","1","3","3","3","3","1","1","1","2","0","No.","いいえ ","No",""
"young woman","female","13","15","66","78","169","100","38","33","40","157","0","Cyrus's best friend, Glenn, used a legendary sword to beat the Magus's troops.","サイラス様には、グレンという名前の 親友がいたんですって！ そのグレンという人は、サイラス様が 魔王に殺された後、伝説の剣を手に 魔王軍と戦ったそうよ。 男の友情よねェ、うるうる。 ","Cyrus-sama had a best friend named Glenn! They say that Glenn took up the legendary sword and fought Magus's army after Cyrus-sama was killed by Magus. That's male camaraderie, how moving.",""
"toma xiii","male","21","25","90","77","159","94","37","40","46","173","0","Ancient scrolls tell us that if you combine the Rainbow Shell with a Sun Stone, you can make a fearsome weapon!","伝説の太陽石って知ってるか？ トマ1世が[pc1]ってヤツに 先をこされた虹の貝がらって宝と かけあわせると、すっげェ武器が 作れるらしいぜ。 古代の書物で見つけた情報だ。","Know about the legendary Sun Stone? Seems you can make an amazing weapon if you cross it with the rainbow shell treasure that Toma the 1st got beaten to by some [char1] person. Found that info in an ancient book.",""
"grave","neutral","8","10","45","30","48","37","9","11","13","56","0","The Great Adventurer Toma Levine rests here... 3/6/634","王国歴　634．3．6 いだいなる探検家　トマ・レバイン ここに眠る……。","3/6, Kingdom Year 634. The great explorer Toma Levine sleeps here......",""
"toma","male","10","13","51","29","52","32","10","13","15","62","0","[member1], long time no see. I've located the Rainbow Shell.","よう[pc1]、ひさしぶりだな。 ついに、虹色の貝がらを見つけたぜ。","Yo, [char1], long time no see. I finally found the Rainbow-Colored Shell.",""
"toma","male","20","22","83","37","89","50","20","19","22","95","0","To the northwest of this cape is a large island called the Giant's Claw. You can find the Shell there.","この岬から北西の海上に 巨人のツメと呼ばれる島がある。 虹色の貝がらは、そこにある。","There's an island called Giant's Claw on the ocean northwest from this cape. The Rainbow-Colored Shell is there.",""
"toma","male","7","8","32","24","46","25","6","9","11","46","0","But beware! There are many beasts about!","しかし、気をつけな。 あそこにゃ化け物がわんさといるぜ。","But be careful. There's hordes of monsters over there.",""
"toma","male","4","4","15","11","20","12","4","5","5","19","0","Time to shove off.","じゃあ、そろそろお別れだ。","Well, it's time I left.",""
"toma","male","9","9","27","18","38","22","10","12","13","42","0","You guys are a riot a minute! See ya!","やっぱり、お前と飮む酒は最高だぜ。 あばよ……。","The sake I drink with you really is the best. See ya......",""
"note","neutral","22","27","95","43","78","43","14","17","20","81","0","Toma's crumpled note: «Those holes! What if I jump into them on purpose? Yes! I'll start back at the beginning, and...»","トマの書いたらしいメモが落ちている…… 『落としあな…もしかしてわざと落ちる？ ちっ…でなおしてくるか……』","A memo that it seems Toma wrote has fallen...... ""The pit... maybe fall deliberately? Tch... start over......?""",""
"marle","female","5","5","20","5","10","6","2","2","3","12","0","Is this the Tyrano Lair?","ティラン城？","Tyran Castle?",""
"lucca","female","5","5","20","5","10","6","2","2","3","12","0","Is this the Tyrano Lair?","ティラン城？","Tyran Castle?",""
"robo","male","5","7","28","14","34","20","7","9","12","37","0","Looks like the Reptites' castle.","ココハ恐竜人の 城のようデスネ。","THIS appears to BE the castle of the Dinomen.",""
"frog","male","3","3","14","6","12","7","3","2","3","12","0","The Tyrano Lair?","ティラン城か？","Tyran Castle?",""
"ayla","female","5","7","27","18","39","24","7","8","10","39","0","What!! Why Reptites' castle here?","ゾワー！！ 恐竜人の城　なんでこんなとこ　ある？","Zowaa!! Why Dinomen's castle in place like this?",""
"magus","male","3","6","19","7","18","10","5","6","7","24","0","A prehistoric castle?","原始時代の城か？","A castle of the Primeval era?",""
"marle","female","11","13","54","35","68","39","11","20","25","90","0","This must have been pushed underground when Lavos fell to earth.","ラヴォスが落ちてきたときに 地中深くうまって……　そのまま遺跡に なっていたのね。","When Lavos came falling it was buried deep underground...... and it stayed like it was and became an ancient ruin.",""
"lucca","female","9","11","46","24","52","30","9","13","17","62","0","When Lavos fell, this became buried beneath the earth.","ラヴォス落下時に 地中深くにうまって遺跡化したのね。","When Lavos fell it was buried deep underground and became an ancient ruin.",""
"robo","male","11","13","54","28","58","33","10","17","21","77","0","This must have been pushed underground when Lavos fell to earth.","ラヴォス落下時に 地中にうまり、そのまま遺跡に なったのデスネ。","When Lavos fell, it was buried underground, then stayed as it was and BECAME an ancient ruin.",""
"frog","male","11","12","52","33","67","38","11","22","27","99","0","When Lavos came hither, this place was buried beneath the land!","ラヴォスが落ちてきた時 地中深くうまり…… そのまま遺跡になったってわけか……。","When Lavos came falling it was buried deep underground...... so this means it stayed like it was and became an ancient ruin......?",""
"ayla","female","8","11","46","31","60","35","11","14","16","69","0","Lavos fall and Tyrano Lair buried underground forever!","ラヴォス　ふってきた時 ティラン城　うまった。 そのまま　ずーっと　地面の下……！","When Lavos rained down Tyran Castle buried. It stay same looong time under ground......!",""
"magus","male","2","5","18","4","11","6","3","3","4","16","0","Prehistoric castle...","原始の城……","A Primeval castle......",""
"marle","female","4","5","21","9","22","12","5","6","7","29","0","THIS's the Rainbow Shell!","これが虹色の貝がら！","This is the Rainbow-Colored Shell!",""
"lucca","female","3","4","15","9","22","12","5","6","7","29","0","The Rainbow Shell!","これが虹色の貝がら！","This is the Rainbow-Colored Shell!",""
"robo","male","3","4","16","9","22","12","5","6","7","28","0","The Rainbow Shell.","虹色の貝がらデスネ。","It IS the Rainbow-Colored Shell.",""
"frog","male","4","6","21","11","25","13","6","7","8","28","0","Behold! The Rainbow Shell!","フム。これが虹の貝がらか。","Hmm. So this is the rainbow shell.",""
"ayla","female","7","8","33","21","44","25","9","8","9","41","0","Pretty! Big! This Rainbow Shell? Can eat?","きれい！　大きい！ これ　虹色の貝がらか？ 食べられるか？","Pretty! Big! This Rainbow-Colored Shell? Can eat?",""
"magus","male","4","4","19","9","24","13","5","5","5","22","0","Rather drab, isn't it?","私には、にあわぬ色だ……。","The color doesn't suit me......",""
"marle","female","16","18","60","27","46","31","9","15","17","64","0","It's heavy! We won't be able to carry it. Better get some help at the castle!","重～い！ これじゃあ運べないよ。 城からおうえんを呼んでこよう！","Heaaaavy! We can't move it like this. Let's go call for support from the castle!",""
"lucca","female","10","11","45","27","47","29","8","11","13","52","0","It's too heavy. Let's get some help at Guardia Castle.","重すぎるわね。 ガルディア城からおうえんを呼んで きましょう。","It's too heavy. Let's go call for support from Guardia Castle.",""
"robo","male","11","12","43","23","41","25","10","12","14","51","0","It weighs a ton! We must get help from Guardia Castle.","重すぎマス。 ガルディア城からオウエンを 呼ばないと。","It IS too heavy. We must call for SUPPORT from Guardia Castle.",""
"frog","male","8","9","35","22","40","26","11","14","17","57","0","Heavy, it be! Let's seek the King's counsel!","重い！ 王にお願いし、城からおうえんを 呼んで来よう。","Heavy! Let's go make a request to the king for support from the castle.",""
"ayla","female","7","9","38","19","37","22","8","7","9","36","0","Heavy heavy! Can't carry. Castle people help?","おもい　おもい！ 運べない。城に　誰か　いないのか？","Heavy, heavy! Can't move. Nobody at castle?",""
"magus","male","7","8","27","8","20","10","4","7","8","24","0","Who's going to carry this for us?","誰かに運ばせるか？","Can we get someone to move it?",""
"king guardia xxi","male","11","13","46","25","46","26","7","11","12","45","0","Hello! You're always welcome here. What can I do for you?","よくぞ来た！ 君らは、いつでもかんげいするぞ。 ん？　どうされた？","Well come! We welcome you at any time. Hm? What's wrong?",""
"marle","female","1","1","5","2","6","3","1","1","3","9","0","Well...","実は……","Actually......",""
"lucca","female","3","3","13","6","10","6","2","4","4","14","0","Um, well, it's...","あ、あのですね……","Ah, well you see......",""
"robo","male","7","8","23","10","19","11","4","4","5","15","0","We would like to ask a favor...","お願いがあるのデスガ……","We HAVE a request......",""
"frog","male","4","6","15","15","28","16","5","6","9","32","0","We asketh a favor...","おそれながら、お願いが ございます……","Most respectfully, we have a request......",""
"ayla","female","3","4","14","8","13","8","3","3","4","16","0","Ayla have favor.","エイラ　たのみ　ある。","Ayla have request.",""
"king guardia xxi","male","18","20","69","30","62","35","11","18","23","77","0","I get it. You want me to keep that huge shell safe here until the next century, right?","なるほど、その島にある 大きな貝がらを、後世までほかんして ほしいと？","I see, you want me to keep the large shell that's on that island safe unto future generations?",""
"queen leene","female","12","14","53","26","53","32","10","15","18","65","0","I ask for the sake of  [member1]. Please carry out their request.","他ならぬ、[pc1]達の たのみです。 私からもお願いします。","The request from none other than {char1} and the others. I implore you as well.",""
"king guardia xxi","male","18","23","79","43","104","59","21","26","38","134","0","Done! I shall obtain the shell and store it in the castle, as a national treasure. Knight Captain!","あいわかった！ その虹色の貝がらとやら、城に運ばせ 家宝として代々、宝物庫に 安置させよう。 騎土団長！","Understood! I shall have that Rainbow-Colored Shell object moved to the castle and kept in a treasure storehouse as an heirloom for generations. Knight Captain!",""
"knight captain","male","2","2","11","1","2","1","1","1","1","3","0","Yes, Majesty!","は！","Sir!",""
"king guardia xxi","male","13","15","51","36","83","46","18","22","25","99","0","Go and obtain the Rainbow Shell, and bring it back in one piece!","巨人のツメにわたり、虹色の貝がらなる 巨大な貝を、何としても城に 持ちかえるのだ！","Cross to Giant's Claw, and bring the huge shell, the Rainbow-Colored Shell, back to the castle, no matter what it takes!",""
"knight captain","male","3","3","11","5","10","5","2","4","4","16","0","At once, Sire!","は、ただちに！","Yes sir, right away!",""
"marle","female","10","10","45","10","19","12","3","3","3","16","0","Thank you, your Majesty! And Queen Leene too, of course!","ありがとう、王様！リーネ！","Thanks, King! Leene!",""
"lucca","female","4","4","16","10","17","10","1","2","2","8","0","Thank you very much!","ありがとうございます！","Thank you!",""
"robo","male","4","4","16","10","17","10","1","2","2","8","0","Thank you very much!","アリガトウゴザイマス！","THANK YOU!",""
"frog","male","7","8","29","18","40","22","6","11","14","43","0","Thanks to thee, from one so humble.","私の様な者のため ありがとうございます。","Thank you for doing this for such a person as myself.",""
"ayla","female","6","6","25","15","25","16","7","5","5","18","0","You, good man! Strong! Ayla like!","お前　いいヤツ！ エイラ　気に入ったぞ！","You good guy! Ayla like!",""
"soldier","male","5","6","24","15","33","21","9","11","15","55","0","It's heavy... But we'll manage!","お、重～い～ でも、必ず城へ運びます！","H, heeeavyyy. But, we will unfailingly transport it to the castle!",""
"knight captain","male","3","5","17","9","13","9","2","4","5","16","0","Okay, everyone! Lift!!!","みんな～！ がんばれー！！","Everyone! Keep at it!!",""
"toma","male","30","36","130","49","95","57","21","25","28","113","0","So,  [member1], you beat me to the Rainbow Shell? Nah, I'm not sour about it. I probably couldn't have handled the monsters... But I WILL find the Sun Stone first!","よう、[pc1]、虹の貝がらを 見つけただって？ 気にするなって。 勝ち目がねェ。 さァて、次にねらうは伝説の太陽石だ！","Yo, [char1], I hear you found the rainbow shell? Don't worry about it. over there anyway. Okay, I'll aim for the legendary Sun Stone next!",""
"young woman","female","16","20","60","44","82","51","15","27","32","117","0","Why is there a different guard on duty at the castle every time I go there?","最近のガルディア城って 兵士の出入りが多いわね……。 そりゃお城なんだからっていったら そうだけどね。","There's been a lot of soldiers moving in and out of Guardia Castle lately...... Well, if you say it's because it's the castle, I guess you're right.",""
"young man","male","8","12","45","26","58","34","13","15","19","76","0","The soldiers say the Chancellor's been acting funny.","城の兵士に聞いたんだが 最近、大臣の様子がなんか変だとか……。","I heard about it from the castle soldiers, the chancellor's seemed kind of strange lately......",""
"young man","male","15","21","73","45","79","47","9","23","29","112","0","Hmm... It's taking forever for the King's parade to begin. I wonder if something's wrong?","そういえば……、楽しみにしてる ガルディア王のパレード いつまでたってもはじまらない……。 どうしたんだろう？","Come to think of it...... King Guardia's parade that I'm looking forward to isn't starting however much time passes...... I wonder what's wrong?",""
"SYSTEM","neutral","16","26","85","43","96","52","18","18","29","99","0","Sealed with a mysterious power... Reacting to the pendant, something inside begins to glow. Remove it?","不思議な力で封印されている……。 ペンダントに反応して中の物が光りだした。 なかみを取り出しますか？","It's sealed with a mysterious power...... Something inside reacted to the pendant and began glowing. Remove the contents?",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","はい","Yes",""
"crono","male","1","1","3","3","3","3","1","1","1","2","0","No.","いいえ ","No",""
"SYSTEM","neutral","10","10","33","28","46","28","8","8","9","28","0","Level up for the Red Vest! Got the Red Mail!","レッドベストがバージョンアップ！ レッドプレートを手に入れた！","Red Vest version up! Got a Red Plate!",""
"soldier","male","9","10","39","27","58","33","11","15","20","71","0","They say the King sold off the royal treasures.","王が代々伝わる家宝をひそかに 売り飛ばしたという事ですが……。","They say the king secretly sold off an heirloom that was passed down for generations......",""
"soldier","male","16","18","70","26","58","34","13","10","12","56","0","The trial of the century is about to begin. Who's, you ask? King Guardia's, of course!","間もなく裁判が始まります。 誰って？ ガルディア王の裁判です。","Before long, the trial will begin. 'Whose'? King Guardia's trial.",""
"young woman","female","9","11","43","22","41","25","6","12","17","55","0","I can't get anything done, with you standing around!","見はられてちゃ料理にしゅうちゅう 出来ないだろ！","How am I supposed to concentrate on cooking when I'm being watched!",""
"soldier","male","3","5","17","9","17","10","5","4","8","27","0","Cut the foolishness!","よけいな事は言うな！","Don't say anything unnecessary!",""
"young woman","female","7","10","36","25","53","31","8","16","22","78","0","Jeez, I ain't gonna poison the Chancellor.","見はってなくたって大臣の料理に 毒なんかもりませんよ。","I wouldn't put poison or anything in the Chancellor's food even if you weren't keeping watch.",""
"soldier","male","12","15","54","24","52","30","9","12","16","57","8","The King ordered that the court be locked until the trial's over.","裁判が終わるまでは ふうさしろとの大臣のご命令です。","Until the trial ends, the Chancellor's orders are to close this off.","It's the chancellor giving orders, not the king."
"soldier","male","12","13","55","22","43","25","7","10","12","50","9","Same thing on the left... But weren't there some stairs, over there?","左に同じです。 そこに、かいだんなんか あったっけな……？","Same as the left. Weren't there stairs or something there......?","Still not sure what he means by 'the left'."
"soldier","male","3","5","14","5","10","6","2","5","6","18","0","No entry allowed!","通せません！","We cannot let you pass!",""
"marle","female","3","3","12","6","11","7","2","3","5","14","0","Let me through!!","通しなさーい！！","LET US THROUUUGH!!",""
"chancellor","male","18","20","66","43","96","52","19","22","27","94","0","Had any of you heard of the «Rainbow Shell?» I too, had no idea until I found this...","みなさん！王家に伝わる家宝 『虹色の貝がら』をご存じですか？ 私もこれを見るまでは 知りませんでした。","Everyone! Do you know of the ""Rainbow-Colored Shell"" heirloom passed Until I saw this, I did not know of it either.",""
